date,n,ic,rankic,icir,rankicir
2023-03-16,309,0.04919430,0.00956200,,
2023-03-17,309,0.19426094,0.15082124,,
2023-03-20,309,0.19411395,0.19210228,,
2023-03-21,309,0.12340873,-0.01850006,,
2023-03-22,309,0.27924945,0.03046462,,
2023-03-23,309,0.22147503,0.17253355,,
2023-03-24,309,0.21283037,0.03317354,,
2023-03-27,309,-0.11886681,-0.19381224,,
2023-03-28,309,0.17868029,0.11883905,,
2023-03-29,309,-0.10891189,-0.04664475,,
2023-03-30,311,0.19721736,0.21709033,,
2023-03-31,311,0.28109803,0.06175895,,
2023-04-03,311,0.15032251,-0.07943203,,
2023-04-04,311,0.09526752,0.14210791,,
2023-04-06,311,-0.05409067,0.09419056,,
2023-04-07,311,-0.05946768,-0.03129431,,
2023-04-10,311,0.00578934,-0.02586130,,
2023-04-11,311,0.05285760,-0.03246969,,
2023-04-12,311,0.14429539,0.02163106,,
2023-04-13,311,-0.05378534,0.07856661,,
2023-04-14,311,-0.00387476,-0.16236699,,
2023-04-17,311,-0.01730406,-0.13810408,,
2023-04-18,312,-0.02228627,-0.08744243,,
2023-04-19,312,-0.08386630,-0.11341023,,
2023-04-20,312,-0.14638586,-0.12380411,,
2023-04-21,312,0.07357193,0.03442910,,
2023-04-24,311,0.02195505,-0.23481992,,
2023-04-25,311,-0.15098740,0.25791841,,
2023-04-26,312,-0.06514489,-0.06539933,,
2023-04-27,313,0.01591368,-0.00059212,,
2023-04-28,311,0.11292981,0.00958649,,
2023-05-04,310,0.11316947,-0.10364663,,
2023-05-05,310,-0.13851221,-0.17257172,,
2023-05-08,310,0.04793286,0.05379726,,
2023-05-09,310,0.02318638,0.16426900,,
2023-05-10,310,-0.26106905,0.02030429,,
2023-05-11,310,0.02252921,-0.05350522,,
2023-05-12,310,0.07802645,0.15149342,,
2023-05-15,310,0.08897943,0.02927117,,
2023-05-16,310,0.08148900,0.05681719,,
2023-05-17,310,0.06446097,-0.01041406,,
2023-05-18,310,-0.27558689,0.11280114,,
2023-05-19,310,-0.00398044,-0.07558619,,
2023-05-22,310,0.09743365,0.14141961,,
2023-05-23,310,0.16743250,0.18057468,,
2023-05-24,310,0.06755585,-0.00736572,,
2023-05-25,310,0.02184066,0.05428348,,
2023-05-26,310,0.04051535,-0.12006574,,
2023-05-29,310,-0.00253519,0.03002234,,
2023-05-30,310,0.07224204,0.10869884,,
2023-05-31,310,-0.03950176,-0.00451355,,
2023-06-01,310,0.02781976,0.02499611,,
2023-06-02,310,0.04407901,0.00107050,,
2023-06-05,310,-0.03486923,-0.11276328,,
2023-06-06,310,0.05526645,-0.04922426,,
2023-06-07,310,-0.21065114,-0.26296045,,
2023-06-08,310,0.12096670,0.16851466,,
2023-06-09,310,0.15317676,0.18840849,,
2023-06-12,310,0.23158422,0.01951166,,
2023-06-13,310,0.02882915,0.01551574,,
2023-06-14,310,-0.10024587,-0.00586530,,
2023-06-15,309,0.07926267,0.10066712,,
2023-06-16,309,0.07513847,0.10142424,,
2023-06-19,309,0.05006298,-0.10531571,,
2023-06-20,309,-0.03183665,-0.12316559,,
2023-06-21,309,0.01603608,-0.09403570,,
2023-06-26,310,0.04961521,0.10366877,,
2023-06-27,311,0.16082583,-0.17472714,,
2023-06-28,311,0.05807259,0.04574332,,
2023-06-29,311,0.13806308,0.06673133,,
2023-06-30,311,0.00084649,-0.00428303,,
2023-07-03,311,0.10787672,0.07975271,,
2023-07-04,311,-0.21381394,-0.06159597,,
2023-07-05,311,0.08686204,0.07207609,,
2023-07-06,311,-0.14391231,-0.17667733,,
2023-07-07,311,0.08132485,0.09498508,,
2023-07-10,311,-0.05773994,0.09411661,,
2023-07-11,311,-0.07908488,-0.12930280,,
2023-07-12,311,0.05898219,0.05953493,,
2023-07-13,311,0.31075142,-0.03121613,,
2023-07-14,311,0.02806302,0.13373189,,
2023-07-17,311,0.06905206,0.09513114,,
2023-07-18,311,0.00212902,-0.08831334,,
2023-07-19,311,-0.06987764,-0.10232518,,
2023-07-20,311,0.04638870,-0.04128110,,
2023-07-21,311,0.03852976,0.00510661,,
2023-07-24,311,-0.00541278,0.00942222,,
2023-07-25,311,0.09573958,0.06795342,,
2023-07-26,311,-0.14096957,-0.15564947,,
2023-07-27,311,-0.13757886,-0.18360797,,
2023-07-28,311,-0.02754704,-0.05100314,,
2023-07-31,311,0.13093343,0.07948606,,
2023-08-01,311,0.18064585,0.15363785,,
2023-08-02,311,-0.03725795,-0.04979412,,
2023-08-03,311,0.19595052,-0.00392744,,
2023-08-04,311,0.33055983,0.02069771,,
2023-08-07,311,-0.27291059,-0.02496810,,
2023-08-08,311,0.06006528,-0.13444136,,
2023-08-09,311,0.11196274,0.05290787,,
2023-08-10,311,-0.41815528,0.07977964,,
2023-08-11,311,0.06573213,0.03624783,,
2023-08-14,311,-0.12403625,-0.20059785,,
2023-08-15,312,0.19863880,-0.16277816,,
2023-08-16,312,0.15497805,0.14951685,,
2023-08-17,312,0.00704155,-0.18163216,,
2023-08-18,312,0.07207612,0.07994959,,
2023-08-21,312,-0.10402917,-0.10774926,,
2023-08-22,312,-0.12212052,-0.17094815,,
2023-08-23,312,0.08100829,0.13050277,,
2023-08-24,312,-0.07058042,-0.24978742,,
2023-08-25,312,0.03094351,0.03807798,,
2023-08-28,312,0.27717892,0.32873320,,
2023-08-29,312,0.21648637,0.18917657,,
2023-08-30,312,0.02425437,-0.02218890,,
2023-08-31,312,-0.06717490,-0.09447964,,
2023-09-01,312,-0.06389583,-0.08974935,,
2023-09-04,312,0.13382944,0.11233398,,
2023-09-05,312,0.06709734,0.00484210,,
2023-09-06,312,-0.17034918,-0.25033554,,
2023-09-07,312,-0.06007662,-0.03476515,,
2023-09-08,312,0.07330083,0.24492298,,
2023-09-11,312,-0.00351441,-0.01034510,,
2023-09-12,312,-0.17574667,-0.21085467,,
2023-09-13,312,-0.23439533,-0.31228826,,
2023-09-14,312,0.11466977,0.11603708,,
2023-09-15,312,0.01715059,0.01589698,,
2023-09-18,312,-0.16912604,-0.20888825,,
2023-09-19,312,-0.14028681,-0.19720958,,
2023-09-20,312,0.12057990,0.12918156,,
2023-09-21,312,0.06346710,0.01265309,,
2023-09-22,312,-0.05160743,-0.02546136,,
2023-09-25,312,0.03012018,0.05755212,,
2023-09-26,312,0.07446303,0.23648694,,
2023-09-27,312,-0.02990549,0.13030199,,
2023-09-28,312,-0.04766087,-0.04801166,,
2023-10-09,312,-0.05994095,0.00572258,,
2023-10-10,312,0.10742603,0.08507643,,
2023-10-11,312,-0.09269327,-0.10591093,,
2023-10-12,312,0.01580938,-0.10307401,,
2023-10-13,312,-0.17461667,-0.24546394,,
2023-10-16,312,-0.09108047,-0.16061195,,
2023-10-17,312,-0.00925773,-0.29012958,,
2023-10-18,312,0.17829736,0.23989390,,
2023-10-19,312,-0.00614907,-0.03840598,,
2023-10-20,312,-0.07591860,-0.24655663,,
2023-10-23,312,0.03539508,0.24328271,,
2023-10-24,312,-0.12707992,-0.10380970,,
2023-10-25,312,-0.10986132,-0.10241133,,
2023-10-26,312,0.10848394,0.25973192,,
2023-10-27,312,0.04057070,0.18204002,,
2023-10-30,312,0.05756405,-0.06314165,,
2023-10-31,312,-0.06302497,-0.09093145,,
2023-11-01,312,-0.22550140,-0.31136096,,
2023-11-02,312,0.31661503,0.31589114,,
2023-11-03,312,0.04213340,0.23226745,,
2023-11-06,312,0.29221991,0.09552848,,
2023-11-07,312,0.02128565,0.09305565,,
2023-11-08,312,-0.01173444,-0.05494280,,
2023-11-09,312,-0.06848541,0.02579539,,
2023-11-10,312,0.17761020,0.18626783,,
2023-11-13,312,0.07871571,0.08120090,,
2023-11-14,312,0.00861116,0.01355178,,
2023-11-15,312,0.00825913,-0.15019403,,
2023-11-16,312,0.21751068,0.21017060,,
2023-11-17,312,0.04892474,0.03855305,,
2023-11-20,312,-0.14376445,-0.20962583,,
2023-11-21,312,-0.30869887,-0.31525427,,
2023-11-22,312,0.14475523,0.22197634,,
2023-11-23,312,-0.15080804,-0.25997006,,
2023-11-24,312,0.06071246,0.04647611,,
2023-11-27,312,0.40016666,0.12092677,,
2023-11-28,312,0.08699168,-0.00994412,,
2023-11-29,312,-0.13336432,-0.24019759,,
2023-11-30,312,0.03993184,-0.03964365,,
2023-12-01,312,0.01683458,-0.13773913,,
2023-12-04,312,-0.11874368,-0.16960301,,
2023-12-05,312,0.08563001,0.18422243,,
2023-12-06,312,-0.02953156,-0.05093414,,
2023-12-07,312,0.05302572,0.04116721,,
2023-12-08,312,0.10198510,0.03717980,,
2023-12-11,312,-0.04393349,-0.14272680,,
2023-12-12,312,-0.14518458,-0.17421081,,
2023-12-13,312,0.02214171,0.02858449,,
2023-12-14,312,0.04802506,0.02058201,,
2023-12-15,312,-0.06365199,-0.33451998,,
2023-12-18,312,-0.03832379,0.09236852,,
2023-12-19,312,0.10011803,-0.13469716,,
2023-12-20,312,0.13195432,0.12055577,,
2023-12-21,312,0.22689184,-0.15653801,,
2023-12-22,312,0.06975218,0.10000016,,
2023-12-25,312,-0.10264473,-0.11789395,,
2023-12-26,312,-0.16173770,-0.09471058,,
2023-12-27,312,0.24786273,0.25374320,,
2023-12-28,312,-0.10398397,0.05198156,,
2023-12-29,312,0.05392606,-0.10647590,,
2024-01-02,312,-0.18448938,-0.27821224,,
2024-01-03,312,-0.26958509,-0.27264310,,
2024-01-04,312,-0.31399782,-0.38020432,,
2024-01-05,312,-0.14531467,-0.21863564,,
2024-01-08,312,0.15954889,0.14184937,,
2024-01-09,312,0.22126514,0.03273887,,
2024-01-10,312,0.24210079,0.34483461,,
2024-01-11,312,-0.11986918,-0.13448638,,
2024-01-12,312,-0.00545798,-0.08163866,,
2024-01-15,312,-0.05202333,-0.12169765,,
2024-01-16,312,-0.16087485,-0.23521019,,
2024-01-17,312,0.08307507,0.12576407,,
2024-01-18,312,-0.06207570,-0.11884471,,
2024-01-19,312,-0.48594940,-0.54203868,,
2024-01-22,312,0.30863183,0.34998236,,
2024-01-23,312,0.03501619,-0.23063922,,
2024-01-24,312,0.10590457,0.05534492,,
2024-01-25,312,0.08153730,-0.26744210,,
2024-01-26,312,-0.32251775,-0.41301047,,
2024-01-29,312,-0.18763962,-0.31096863,,
2024-01-30,312,-0.30897891,-0.38539127,,
2024-01-31,312,0.18705534,0.22976416,,
2024-02-01,312,-0.15699640,-0.38137841,,
2024-02-02,312,-0.44902451,-0.49774104,,
2024-02-05,312,0.49360967,0.52309845,,
2024-02-06,312,0.13871323,0.36995787,,
2024-02-07,312,0.13956881,0.35873015,,
2024-02-08,312,-0.05671050,-0.04798568,,
2024-02-19,312,-0.05119959,-0.06710214,,
2024-02-20,312,0.17320759,0.03478932,,
2024-02-21,312,-0.00505683,0.14972604,,
2024-02-22,312,0.23655937,0.28309163,,
2024-02-23,312,0.19027168,0.36989889,,
2024-02-26,312,0.23637036,0.26025039,,
2024-02-27,312,-0.13498825,-0.39565163,,
2024-02-28,312,0.47470774,0.59705095,,
2024-02-29,312,0.25936340,0.19216782,,
2024-03-01,312,0.08530046,0.04736703,,
2024-03-04,312,-0.02803932,-0.41904386,,
2024-03-05,312,-0.18785894,0.16344317,,
2024-03-06,312,-0.32665687,-0.39476950,,
2024-03-07,312,0.23075941,0.26801684,,
2024-03-08,312,0.16860050,0.27394619,,
2024-03-11,312,0.18551317,0.15826554,,
2024-03-12,312,0.03818994,0.23848406,,
2024-03-13,312,-0.06587135,-0.23819531,,
2024-03-14,312,0.00298141,0.03634865,,
2024-03-15,312,0.10148748,0.13111175,,
2024-03-18,312,-0.06219558,-0.10005130,,
2024-03-19,312,-0.01963866,-0.13105866,,
2024-03-20,312,-0.21903757,-0.29612126,,
2024-03-21,312,-0.20634832,-0.27039638,,
2024-03-22,312,-0.14948114,-0.33767826,,
2024-03-25,312,0.01316485,-0.10925774,,
2024-03-26,312,-0.10129693,-0.39055562,,
2024-03-27,313,0.28048502,0.35482429,,
2024-03-28,313,-0.12623924,-0.03594381,,
2024-03-29,313,0.03644810,0.20970673,,
2024-04-01,313,0.09634168,-0.14023253,,
2024-04-02,313,-0.18108915,-0.24381311,,
2024-04-03,313,-0.31249827,-0.35621521,,
2024-04-08,313,0.45833016,0.51698133,,
2024-04-09,312,-0.07949036,-0.27042110,,
2024-04-10,312,-0.04792778,-0.12892811,,
2024-04-11,312,0.12224071,-0.00494651,,
2024-04-12,312,-0.12185749,-0.26022895,,
2024-04-15,312,-0.01991089,-0.40598400,,
2024-04-16,312,0.36305499,0.44674146,,
2024-04-17,312,0.20124569,-0.07171284,,
2024-04-18,312,-0.21546082,-0.24557832,,
2024-04-19,313,0.21013607,0.14502013,,
2024-04-22,313,0.01803991,-0.04263724,,
2024-04-23,313,0.09683113,0.09865779,,
2024-04-24,313,-0.00214427,-0.01240464,,
2024-04-25,313,0.20164588,0.25576360,,
2024-04-26,313,0.05376523,0.36600713,,
2024-04-29,310,0.13998936,-0.10169391,,
2024-04-30,313,0.19905729,0.18885881,,
2024-05-06,313,0.14958082,0.18225201,,
2024-05-07,313,-0.22062874,-0.23107032,,
2024-05-08,313,0.30036678,0.36022940,,
2024-05-09,313,-0.12096188,-0.18986701,,
2024-05-10,313,0.14680070,-0.22994944,,
2024-05-13,313,0.00652539,0.15327773,,
2024-05-14,313,-0.10238397,-0.12264774,,
2024-05-15,313,-0.02983399,-0.06760195,,
2024-05-16,313,0.17419533,-0.09558820,,
2024-05-17,313,0.05249446,0.04513234,,
2024-05-20,313,-0.18859520,-0.26826803,,
2024-05-21,313,0.21374214,0.13510800,,
2024-05-22,313,-0.04461524,-0.22045050,,
2024-05-23,313,-0.17178109,-0.19010628,,
2024-05-24,313,-0.17190397,-0.16224662,,
2024-05-27,313,-0.13875154,-0.13046089,,
2024-05-28,313,0.18223391,0.16488692,,
2024-05-29,313,0.05455234,0.14037582,,
2024-05-30,313,0.01437025,0.00880282,,
2024-05-31,313,-0.06037511,-0.08324325,,
2024-06-03,313,0.10748366,0.10040479,,
2024-06-04,313,0.03663845,0.00950634,,
2024-06-05,313,-0.26905665,-0.25935178,,
2024-06-06,313,-0.26993366,-0.29248623,,
2024-06-07,313,0.34382153,0.36447751,,
2024-06-11,313,0.01695329,0.03026532,,
2024-06-12,313,0.00383432,-0.04427583,,
2024-06-13,313,-0.04875536,-0.02270878,,
2024-06-14,313,0.11225677,0.06792126,,
2024-06-17,313,0.05225716,-0.06939834,,
2024-06-18,313,-0.32639748,-0.33149246,,
2024-06-19,313,-0.34069078,-0.35388294,,
2024-06-20,313,0.01536911,0.04568513,,
2024-06-21,313,-0.40141317,-0.40560595,,
2024-06-24,313,-0.26382412,-0.25846535,,
2024-06-25,313,0.40612585,0.46192939,,
2024-06-26,313,-0.23537635,-0.39826908,,
2024-06-27,313,-0.13964312,-0.17439931,,
2024-06-28,313,-0.03189634,-0.14762461,,
2024-07-01,313,-0.14769396,-0.29960922,,
2024-07-02,313,-0.07745424,-0.08408892,,
2024-07-03,313,-0.23982217,-0.38141110,,
2024-07-04,313,0.30610541,0.36022594,,
2024-07-05,313,-0.24494140,-0.24892877,,
2024-07-08,313,0.08332680,0.06865783,,
2024-07-09,313,0.19804891,0.08663835,,
2024-07-10,313,0.10924157,0.35575633,,
2024-07-11,313,0.08761234,-0.05455554,,
2024-07-12,313,0.00721842,-0.22193695,,
2024-07-15,313,0.05709237,0.09709013,,
2024-07-16,313,0.09371245,0.05405538,,
2024-07-17,313,-0.09563959,-0.14341402,,
2024-07-18,313,0.15650885,0.13121463,,
2024-07-19,312,0.17226690,0.12570960,,
2024-07-22,312,-0.28060792,-0.34092744,,
2024-07-23,312,-0.20752682,-0.39722016,,
2024-07-24,312,0.32693095,0.34165119,,
2024-07-25,312,0.00809524,0.23048030,,
2024-07-26,312,-0.11760500,-0.28075651,,
2024-07-29,312,0.16249097,0.17158839,,
2024-07-30,312,0.14273794,0.37423817,,
2024-07-31,312,-0.03325063,-0.15285043,,
2024-08-01,312,-0.03677003,-0.09946736,,
2024-08-02,313,-0.14773979,-0.22345942,,
2024-08-05,313,0.41437524,0.44304122,,
2024-08-06,313,-0.20502445,-0.25176065,,
2024-08-07,313,0.01751528,-0.03104104,,
2024-08-08,313,-0.21947993,-0.29554986,,
2024-08-09,313,-0.00921806,-0.06838291,,
2024-08-12,313,0.11380721,-0.07574705,,
2024-08-13,313,-0.27119513,-0.32541942,,
2024-08-14,313,-0.15833536,-0.18060322,,
2024-08-15,313,-0.22729263,-0.28059549,,
2024-08-16,313,-0.22364229,-0.27761929,,
2024-08-19,313,-0.27283865,-0.33521116,,
2024-08-20,313,-0.19069961,-0.21955740,,
2024-08-21,313,-0.37325355,-0.40130082,,
2024-08-22,312,-0.03481902,-0.08820738,,
2024-08-23,312,0.03268471,0.22611895,,
2024-08-26,312,-0.17272300,-0.23327707,,
2024-08-27,312,0.04747956,0.23413992,,
2024-08-28,312,0.39356770,0.41302193,,
2024-08-29,312,0.04334048,0.03324725,,
2024-08-30,312,-0.18953502,-0.23681016,,
2024-09-02,312,0.33890787,0.32188393,,
2024-09-03,311,0.13488685,0.09445483,,
2024-09-04,311,0.16288675,0.19916134,,
2024-09-05,312,-0.32873899,-0.38345779,,
2024-09-06,310,0.17830021,0.18872421,,
2024-09-09,310,-0.00368851,-0.05335271,,
2024-09-10,310,0.34265303,0.33858556,,
2024-09-11,310,-0.03297496,-0.03381217,,
2024-09-12,310,-0.29605829,-0.31149983,,
2024-09-13,310,-0.17641326,-0.23255955,,
2024-09-18,310,0.18368996,0.23603321,,
2024-09-19,311,-0.23963479,-0.27633829,,
2024-09-20,311,-0.23045805,-0.30866928,,
2024-09-23,311,-0.05244866,0.15570341,,
2024-09-24,311,0.04281916,-0.00071592,,
2024-09-25,311,0.07844233,0.20697349,,
2024-09-26,311,0.38653230,0.48822276,,
2024-09-27,311,0.42252904,0.42014751,,
2024-09-30,311,0.70887951,0.69722438,,
2024-10-08,311,0.16014599,-0.05796999,,
2024-10-09,311,-0.20152571,0.08967450,,
2024-10-10,313,0.30234113,-0.20471697,,
2024-10-11,313,0.20012632,0.06181735,,
2024-10-14,313,-0.01542808,0.00984910,,
2024-10-15,313,-0.10165346,-0.16134139,,
2024-10-16,313,0.00817253,0.01430597,,
2024-10-17,313,-0.02662966,0.16127284,,
2024-10-18,313,0.04459858,0.30294429,,
2024-10-21,313,0.13357288,0.10780828,,
2024-10-22,313,0.15679201,0.04193966,,
2024-10-23,313,0.09162293,-0.03334272,,
2024-10-24,313,0.38080945,0.38805551,,
2024-10-25,313,0.12205795,0.15693878,,
2024-10-28,312,-0.00061595,-0.33983280,,
2024-10-29,312,-0.02048296,0.07348827,,
2024-10-30,312,0.23831621,0.15298941,,
2024-10-31,312,-0.18095715,-0.23054980,,
2024-11-01,312,0.00758799,0.15998520,,
2024-11-04,312,0.37661995,0.18955773,,
2024-11-05,312,0.17970231,0.22349627,,
2024-11-06,312,-0.18024180,-0.08850946,,
2024-11-07,312,-0.12879674,0.03245149,,
2024-11-08,312,0.27380167,0.18540244,,
2024-11-11,313,0.08214128,0.09031294,,
2024-11-12,313,0.23517609,-0.03455813,,
2024-11-13,313,-0.12185105,-0.25392345,,
2024-11-14,313,0.04364242,-0.23210498,,
2024-11-15,313,-0.22235375,-0.29739118,,
2024-11-18,313,0.31511128,0.37662732,,
2024-11-19,313,0.11723593,0.04752536,,
2024-11-20,313,-0.00487107,-0.06281862,,
2024-11-21,313,-0.23094056,-0.24664120,,
2024-11-22,313,0.17467382,0.11878621,,
2024-11-25,313,-0.12511615,-0.16018267,,
2024-11-26,313,0.15865187,0.26846427,,
2024-11-27,313,-0.04473128,-0.13361151,,
2024-11-28,313,0.13381912,0.25820036,,
2024-11-29,313,0.00158799,0.06168363,,
2024-12-02,313,-0.18789065,-0.20379858,,
2024-12-03,313,-0.23277893,-0.32373586,,
2024-12-04,313,0.06528104,0.06680935,,
2024-12-05,313,0.10622950,0.08158993,,
2024-12-06,313,-0.12994998,-0.13879449,,
2024-12-09,313,0.00298779,-0.02191935,,
2024-12-10,313,0.10632766,0.11288437,,
2024-12-11,313,0.20807064,-0.01224647,,
2024-12-12,313,0.02887970,0.00254985,,
2024-12-13,313,-0.06764156,-0.36581231,,
2024-12-16,313,-0.19111551,-0.21068093,,
2024-12-17,313,-0.08780822,-0.16317661,,
2024-12-18,313,0.19188715,-0.03503481,,
2024-12-19,313,0.08309836,0.13618953,,
2024-12-20,312,-0.03254421,-0.22713281,,
2024-12-23,312,0.02457455,0.00349288,,
2024-12-24,312,-0.23368254,-0.28747317,,
2024-12-25,312,0.03998765,0.10962835,,
2024-12-26,312,-0.25222514,-0.03188558,,
2024-12-27,312,-0.14860248,-0.18744034,,
2024-12-30,312,-0.17439110,-0.23649473,,
SUMMARY,150420,0.02092496,-0.01192071,0.12529956,-0.06046283
