date,n_available,gross_return,turnover,cost,net_return
2025-01-03,10,-0.01367181608901672,1.0,0.001,-0.014671816089016718
2025-01-06,10,0.009372292467060705,0.0,0.0,0.009372292467060705
2025-01-07,10,0.01607596807591658,0.0,0.0,0.01607596807591658
2025-01-08,10,-0.01790730230158246,0.0,0.0,-0.01790730230158246
2025-01-09,10,0.006132443559159406,0.0,0.0,0.006132443559159406
2025-01-10,10,-0.027727724681028687,0.0,0.0,-0.027727724681028687
2025-01-13,10,-0.005247769089399423,0.0,0.0,-0.005247769089399423
2025-01-14,10,0.04303945086115586,0.0,0.0,0.04303945086115586
2025-01-15,10,-0.007446842472644233,0.0,0.0,-0.007446842472644233
2025-01-16,10,0.0002715989850426537,0.0,0.0,0.0002715989850426537
2025-01-17,10,0.005305891404550267,0.0,0.0,0.005305891404550267
2025-01-20,10,0.008218211095332583,0.0,0.0,0.008218211095332583
2025-01-21,10,0.010903025508915098,0.0,0.0,0.010903025508915098
2025-01-22,10,-0.0016838618531471838,0.0,0.0,-0.0016838618531471838
2025-01-23,10,-0.008074902994341738,0.0,0.0,-0.008074902994341738
2025-01-24,10,0.016690292703334796,0.0,0.0,0.016690292703334796
2025-01-27,10,-0.015141602356371709,0.0,0.0,-0.015141602356371709
2025-02-05,10,0.0025447087480812034,0.0,0.0,0.0025447087480812034
2025-02-06,10,0.028137651224385708,0.0,0.0,0.028137651224385708
2025-02-07,10,0.004831553838273406,0.0,0.0,0.004831553838273406
2025-02-10,10,0.00547117508497349,0.0,0.0,0.00547117508497349
2025-02-11,10,-0.007608797394779476,0.0,0.0,-0.007608797394779476
2025-02-12,10,0.008172406442931579,0.0,0.0,0.008172406442931579
2025-02-13,10,-0.018457765123950375,0.0,0.0,-0.018457765123950375
2025-02-14,10,0.0012564290198209926,0.0,0.0,0.0012564290198209926
2025-02-17,10,-0.00036977119089255385,0.0,0.0,-0.00036977119089255385
2025-02-18,10,-0.017465292399654574,0.0,0.0,-0.017465292399654574
2025-02-19,10,0.02343653599149702,0.0,0.0,0.02343653599149702
2025-02-20,10,0.028068607838868952,0.0,0.0,0.028068607838868952
2025-02-21,10,0.007970755760186143,0.0,0.0,0.007970755760186143
2025-02-24,10,0.02414988335386522,0.0,0.0,0.02414988335386522
2025-02-25,10,-7.19353147256796e-05,0.0,0.0,-7.19353147256796e-05
2025-02-26,10,0.021210990020722888,0.0,0.0,0.021210990020722888
2025-02-27,10,0.004239900070171087,0.0,0.0,0.004239900070171087
2025-02-28,10,-0.029063847555692534,0.0,0.0,-0.029063847555692534
2025-03-03,10,-0.0065430518325347185,0.0,0.0,-0.0065430518325347185
2025-03-04,10,0.013190686552471331,0.0,0.0,0.013190686552471331
2025-03-05,10,0.0013950074564375802,0.0,0.0,0.0013950074564375802
2025-03-06,10,0.012493638581187438,0.0,0.0,0.012493638581187438
2025-03-07,10,0.03111931123737982,0.0,0.0,0.03111931123737982
2025-03-10,10,0.017246249291138195,0.0,0.0,0.017246249291138195
2025-03-11,10,0.0017904617901557506,0.0,0.0,0.0017904617901557506
2025-03-12,10,-0.004463136682635915,0.0,0.0,-0.004463136682635915
2025-03-13,10,-0.016228103621228562,0.0,0.0,-0.016228103621228562
2025-03-14,10,0.025944696906452736,0.0,0.0,0.025944696906452736
2025-03-17,10,0.006662630085450405,0.0,0.0,0.006662630085450405
2025-03-18,10,-0.0008483412500047916,0.0,0.0,-0.0008483412500047916
2025-03-19,10,-0.0006883104588685351,0.0,0.0,-0.0006883104588685351
2025-03-20,10,-0.013508001325815765,0.0,0.0,-0.013508001325815765
2025-03-21,10,-0.025627679539729477,0.0,0.0,-0.025627679539729477
2025-03-24,10,-0.005391226085523615,0.0,0.0,-0.005391226085523615
2025-03-25,10,-0.009679510318709972,0.0,0.0,-0.009679510318709972
2025-03-26,10,0.0017478881246591805,0.0,0.0,0.0017478881246591805
2025-03-27,10,-0.0011429860851184803,0.0,0.0,-0.0011429860851184803
2025-03-28,10,-0.00787895235077819,0.0,0.0,-0.00787895235077819
2025-03-31,10,-0.0010132162938347954,0.0,0.0,-0.0010132162938347954
2025-04-01,10,0.003568335277809398,0.0,0.0,0.003568335277809398
2025-04-02,10,-0.0001255288358345652,0.0,0.0,-0.0001255288358345652
2025-04-03,10,-0.020247335884721118,0.0,0.0,-0.020247335884721118
2025-04-07,10,-0.11259514397336838,0.0,0.0,-0.11259514397336838
2025-04-08,10,0.006448924889986951,0.0,0.0,0.006448924889986951
2025-04-09,10,0.01457670577301543,0.0,0.0,0.01457670577301543
2025-04-10,10,0.020668099013274,0.0,0.0,0.020668099013274
2025-04-11,10,0.011429765516592272,0.0,0.0,0.011429765516592272
2025-04-14,10,0.015968105993583358,0.0,0.0,0.015968105993583358
2025-04-15,10,-0.010118114026800651,0.0,0.0,-0.010118114026800651
2025-04-16,10,-0.012079032672991041,0.0,0.0,-0.012079032672991041
2025-04-17,10,0.002861849364681701,0.0,0.0,0.002861849364681701
2025-04-18,10,0.0018652136565344036,0.0,0.0,0.0018652136565344036
2025-04-21,10,0.020973706685056003,0.0,0.0,0.020973706685056003
2025-04-22,10,0.0009243433378818833,0.0,0.0,0.0009243433378818833
2025-04-23,10,0.009960543636516028,0.0,0.0,0.009960543636516028
2025-04-24,10,-0.011355974729995565,0.0,0.0,-0.011355974729995565
2025-04-25,10,0.011170937025767524,0.0,0.0,0.011170937025767524
2025-04-28,10,-0.009717040244360287,0.0,0.0,-0.009717040244360287
2025-04-29,10,0.007579558724471236,0.0,0.0,0.007579558724471236
2025-04-30,10,-0.00034326935005544177,0.0,0.0,-0.00034326935005544177
2025-05-06,10,0.036473424077986503,0.0,0.0,0.036473424077986503
2025-05-07,10,-0.0033785608864740136,0.0,0.0,-0.0033785608864740136
2025-05-08,10,0.004157431031177661,0.0,0.0,0.004157431031177661
2025-05-09,10,-0.015913613915478318,0.0,0.0,-0.015913613915478318
2025-05-12,10,0.015923272335819815,0.0,0.0,0.015923272335819815
2025-05-13,10,-0.0035595806061686887,0.0,0.0,-0.0035595806061686887
2025-05-14,10,0.003607511492769888,0.0,0.0,0.003607511492769888
2025-05-15,10,-0.015957924845062466,0.0,0.0,-0.015957924845062466
2025-05-16,10,-0.0039536822261883485,0.0,0.0,-0.0039536822261883485
2025-05-19,10,0.0014560202660754639,0.0,0.0,0.0014560202660754639
2025-05-20,10,-0.00024882249439168725,0.0,0.0,-0.00024882249439168725
2025-05-21,10,-0.00890565407358751,0.0,0.0,-0.00890565407358751
2025-05-22,10,-0.009619709257404695,0.0,0.0,-0.009619709257404695
2025-05-23,10,-0.009270002168848056,0.0,0.0,-0.009270002168848056
2025-05-26,10,0.004573260196958339,0.0,0.0,0.004573260196958339
2025-05-27,10,-0.013976856261504545,0.0,0.0,-0.013976856261504545
2025-05-28,10,0.003310564235392943,0.0,0.0,0.003310564235392943
2025-05-29,10,0.015139981175868766,0.0,0.0,0.015139981175868766
2025-05-30,10,-0.014069607450769406,0.0,0.0,-0.014069607450769406
2025-06-03,10,0.011599806307647054,0.0,0.0,0.011599806307647054
2025-06-04,10,0.014371430192167111,0.0,0.0,0.014371430192167111
2025-06-05,10,0.010319335892995185,0.0,0.0,0.010319335892995185
2025-06-06,10,0.008125948685099504,0.0,0.0,0.008125948685099504
2025-06-09,10,0.0077189027001698385,0.0,0.0,0.0077189027001698385
2025-06-10,10,-0.013771731810373777,0.0,0.0,-0.013771731810373777
2025-06-11,10,0.014502829148411634,0.0,0.0,0.014502829148411634
2025-06-12,10,0.001546017605336214,0.0,0.0,0.001546017605336214
2025-06-13,10,-0.006286171125702356,0.0,0.0,-0.006286171125702356
2025-06-16,10,0.00322475989387907,0.0,0.0,0.00322475989387907
2025-06-17,10,0.009237154602859454,0.0,0.0,0.009237154602859454
2025-06-18,10,0.0076402848320867855,0.0,0.0,0.0076402848320867855
2025-06-19,10,-0.011825534248939873,0.0,0.0,-0.011825534248939873
2025-06-20,10,-0.007535272981046092,0.0,0.0,-0.007535272981046092
2025-06-23,10,0.008053290309105033,0.0,0.0,0.008053290309105033
2025-06-24,10,0.014453606946884145,0.0,0.0,0.014453606946884145
2025-06-25,10,0.019975875159653822,0.0,0.0,0.019975875159653822
2025-06-26,10,-0.010755768888419337,0.0,0.0,-0.010755768888419337
2025-06-27,10,0.00492076447968034,0.0,0.0,0.00492076447968034
2025-06-30,10,0.01189846247068721,0.0,0.0,0.01189846247068721
2025-07-01,10,0.002678089027601349,0.0,0.0,0.002678089027601349
2025-07-02,10,-0.008569393819755666,0.0,0.0,-0.008569393819755666
2025-07-03,10,0.0034441233733944142,0.0,0.0,0.0034441233733944142
2025-07-04,10,-0.006817670017613719,0.0,0.0,-0.006817670017613719
2025-07-07,10,-0.0011405077617467451,0.0,0.0,-0.0011405077617467451
2025-07-08,10,0.012314598864109882,0.0,0.0,0.012314598864109882
2025-07-09,10,-0.015062802870206194,0.0,0.0,-0.015062802870206194
2025-07-10,10,-0.002631744614095932,0.0,0.0,-0.002631744614095932
2025-07-11,10,0.010609010327131341,0.0,0.0,0.010609010327131341
2025-07-14,10,0.0008353416771194943,0.0,0.0,0.0008353416771194943
2025-07-15,10,-0.005175149306071725,0.0,0.0,-0.005175149306071725
2025-07-16,10,0.0051322361174804265,0.0,0.0,0.0051322361174804265
2025-07-17,10,0.0069306596124654955,0.0,0.0,0.0069306596124654955
2025-07-18,10,-0.0018633795516025508,0.0,0.0,-0.0018633795516025508
2025-07-21,10,0.024517186975715043,0.0,0.0,0.024517186975715043
2025-07-22,10,0.01670520871841543,0.0,0.0,0.01670520871841543
2025-07-23,10,-0.0145619279958755,0.0,0.0,-0.0145619279958755
2025-07-24,10,0.016991895384711787,0.0,0.0,0.016991895384711787
2025-07-25,10,-0.0017343869555507929,0.0,0.0,-0.0017343869555507929
2025-07-28,10,-2.1866330512809728e-05,0.0,0.0,-2.1866330512809728e-05
2025-07-29,10,0.0011272849377430782,0.0,0.0,0.0011272849377430782
2025-07-30,10,-0.013993878957146632,0.0,0.0,-0.013993878957146632
2025-07-31,10,-0.015058092580472337,0.0,0.0,-0.015058092580472337
2025-08-01,10,-0.0008849602374728094,0.0,0.0,-0.0008849602374728094
2025-08-04,10,0.012453952147828818,0.0,0.0,0.012453952147828818
2025-08-05,10,0.0014032345444254246,0.0,0.0,0.0014032345444254246
2025-08-06,10,0.00866344456873781,0.0,0.0,0.00866344456873781
2025-08-07,10,0.00555663268106602,0.0,0.0,0.00555663268106602
2025-08-08,10,-0.004688066844995731,0.0,0.0,-0.004688066844995731
2025-08-11,10,0.01003941705768957,0.0,0.0,0.01003941705768957
2025-08-12,10,0.004672296631685191,0.0,0.0,0.004672296631685191
