date,chosen_adapter_weight,reason,lagged_proxy_ic,lagged_adapter_ic,market_ret_20,market_vol_20,history_days
2025-06-09,0.000000,base,-0.03955455,-0.06643575,0.00028960,0.00577484,36
2025-06-10,0.000000,base,-0.03260251,-0.07159951,0.00052241,0.00578180,37
2025-06-11,0.000000,base,-0.02392180,-0.07442029,-0.00031004,0.00531253,38
2025-06-12,0.000000,base,-0.01822602,-0.07520531,-0.00000544,0.00557306,39
2025-06-13,0.000000,base,-0.01017415,-0.07183819,-0.00063912,0.00483829,40
2025-06-16,0.000000,base,0.00002776,-0.06874368,-0.00054241,0.00468443,40
2025-06-17,0.000000,base,0.01370125,-0.06029866,-0.00018622,0.00463014,40
2025-06-18,0.000000,base,0.01769120,-0.05583996,-0.00007681,0.00458635,40
2025-06-19,0.000000,base,0.01959077,-0.05662907,-0.00028863,0.00442235,40
2025-06-20,0.000000,base,0.01841061,-0.05920828,-0.00093356,0.00458934,40
2025-06-23,0.000000,base,0.01884324,-0.05892603,-0.00085521,0.00460699,40
2025-06-24,0.000000,base,0.01554581,-0.05923193,-0.00030531,0.00436271,40
2025-06-25,0.000000,base,0.02877963,-0.05375362,0.00057808,0.00493069,40
2025-06-26,0.000000,base,0.03489989,-0.04929518,0.00156395,0.00557317,40
2025-06-27,0.000000,base,0.04508700,-0.04332928,0.00142776,0.00566241,40
2025-06-30,0.000000,base,0.05430111,-0.04244382,0.00082756,0.00579589,40
2025-07-01,0.000000,base,0.07052603,-0.04207988,0.00124944,0.00567781,40
2025-07-02,0.000000,base,0.08573760,-0.04286927,0.00118096,0.00566371,40
2025-07-03,0.000000,base,0.10318400,-0.03871438,0.00097550,0.00561963,40
2025-07-04,0.000000,base,0.11249426,-0.03983675,0.00117074,0.00572827,40
2025-07-07,0.000000,base,0.12942562,-0.03262011,0.00139491,0.00572975,40
2025-07-08,0.000000,base,0.13876540,-0.02893107,0.00103575,0.00584763,40
2025-07-09,0.000000,base,0.15810072,-0.02676284,0.00170994,0.00587958,40
2025-07-10,0.000000,base,0.17047817,-0.03161836,0.00124457,0.00576667,40
2025-07-11,0.000000,base,0.17672205,-0.03023092,0.00150901,0.00579616,40
2025-07-14,0.000000,base,0.17534666,-0.03600846,0.00192856,0.00544368,40
2025-07-15,0.000000,base,0.17823250,-0.03834105,0.00183980,0.00544831,40
2025-07-16,0.000000,base,0.18498188,-0.04255961,0.00190128,0.00542414,40
2025-07-17,0.000000,base,0.18842151,-0.04645802,0.00169438,0.00552543,40
2025-07-18,0.000000,base,0.19839381,-0.05151870,0.00244623,0.00513341,40
2025-07-21,0.000000,base,0.20613828,-0.05537866,0.00269815,0.00517600,40
2025-07-22,0.000000,base,0.21342626,-0.06126773,0.00288518,0.00524795,40
2025-07-23,0.000000,base,0.20602770,-0.05868638,0.00269543,0.00497816,40
2025-07-24,0.000000,base,0.20312818,-0.05631208,0.00198765,0.00421890,40
2025-07-25,0.000000,base,0.19545164,-0.04966167,0.00252023,0.00415847,40
2025-07-28,0.000000,base,0.19589369,-0.04278029,0.00256405,0.00407057,40
2025-07-29,0.000000,base,0.20411346,-0.03699164,0.00248639,0.00406389,40
2025-07-30,0.000000,base,0.21557082,-0.03736904,0.00259735,0.00407114,40
2025-07-31,0.000000,base,0.22456885,-0.03296891,0.00257617,0.00408446,40
2025-08-01,0.000000,base,0.22891173,-0.03315979,0.00135590,0.00601440,40
2025-08-04,0.000000,base,0.22854010,-0.03572018,0.00092429,0.00614880,40
2025-08-05,0.000000,base,0.22335676,-0.03298139,0.00133260,0.00606041,40
2025-08-06,0.000000,base,0.20940478,-0.03182788,0.00131521,0.00604059,40
2025-08-07,0.000000,base,0.19837387,-0.03449954,0.00152567,0.00600286,40
2025-08-08,0.000000,base,0.18519408,-0.03811783,0.00130672,0.00596406,40
2025-08-11,0.000000,base,0.17485182,-0.04041801,0.00112923,0.00601740,40
2025-08-12,0.000000,base,0.17012282,-0.04043389,0.00130729,0.00605501,40
2025-08-13,0.000000,base,0.17157104,-0.04239588,0.00154842,0.00610779,40
2025-08-14,0.000000,base,0.17802836,-0.04192260,0.00209120,0.00616584,40
2025-08-15,0.000000,base,0.18389489,-0.04414168,0.00171162,0.00609695,40
2025-08-18,0.000000,base,0.19213406,-0.04453847,0.00176139,0.00613540,40
2025-08-19,0.000000,base,0.20231887,-0.05057304,0.00186898,0.00623847,40
2025-08-20,0.000000,base,0.21251339,-0.04897169,0.00127166,0.00617886,40
2025-08-21,0.000000,base,0.21919873,-0.04606745,0.00183035,0.00655039,40
2025-08-22,0.000000,base,0.22419959,-0.04331324,0.00167033,0.00645804,40
2025-08-25,0.000000,base,0.22403994,-0.04203574,0.00298249,0.00749676,40
2025-08-26,0.000000,base,0.22384330,-0.03708845,0.00391942,0.00843940,40
2025-08-27,0.000000,base,0.21665019,-0.03383982,0.00353750,0.00860213,40
2025-08-28,0.000000,base,0.22158753,-0.02980052,0.00280062,0.00947661,40
2025-08-29,0.000000,base,0.23634053,-0.02163913,0.00459699,0.00869407,40
2025-09-01,0.000000,base,0.24829854,-0.01823862,0.00521987,0.00842116,40
2025-09-02,0.000000,base,0.26001175,-0.01884164,0.00532505,0.00841703,40
2025-09-03,0.000000,base,0.26376858,-0.01795534,0.00455522,0.00882719,40
2025-09-04,0.000000,base,0.26263280,-0.01989699,0.00409196,0.00916250,40
2025-09-05,0.000000,base,0.24779319,-0.02578980,0.00301679,0.01068162,40
2025-09-08,0.000000,base,0.24109121,-0.02646749,0.00422413,0.01134973,40
2025-09-09,0.000000,base,0.22665575,-0.02858007,0.00409170,0.01136382,40
2025-09-10,0.000000,base,0.21540551,-0.03017772,0.00348271,0.01161332,40
2025-09-11,0.000000,base,0.20747934,-0.03054522,0.00319016,0.01157188,40
2025-09-12,0.000000,base,0.21164488,-0.02437400,0.00438403,0.01230879,40
2025-09-15,0.000000,base,0.20924568,-0.01906022,0.00374987,0.01248527,40
2025-09-16,0.000000,base,0.20986091,-0.01593732,0.00343120,0.01243306,40
2025-09-17,0.000000,base,0.22303407,-0.01947125,0.00351315,0.01239056,40
2025-09-18,0.000000,base,0.23237325,-0.02500968,0.00325067,0.01227641,40
2025-09-19,0.000000,base,0.24019624,-0.03103149,0.00247413,0.01269460,40
2025-09-22,0.000000,base,0.24418758,-0.03104669,0.00146792,0.01196517,40
2025-09-23,0.000000,base,0.24439290,-0.03289108,0.00065585,0.01114617,40
2025-09-24,0.000000,base,0.23885066,-0.03035044,0.00081063,0.01110573,40
2025-09-25,0.250000,adapter_ic_weak,0.23568612,-0.02755062,0.00206909,0.01066853,40
2025-09-26,0.250000,adapter_ic_weak,0.23709531,-0.02229522,0.00148407,0.01010079,40
2025-09-29,0.250000,adapter_ic_weak,0.23787033,-0.01875839,0.00064186,0.01027419,40
2025-09-30,0.250000,adapter_ic_weak,0.24356679,-0.01689518,0.00111144,0.01071330,40
2025-10-09,0.250000,adapter_ic_weak,0.25389198,-0.01682444,0.00170242,0.01055497,40
2025-10-10,0.250000,adapter_ic_weak,0.26248584,-0.01398958,0.00278455,0.01073370,40
2025-10-13,0.250000,adapter_ic_weak,0.26205663,-0.01121343,0.00286173,0.01056507,40
2025-10-14,0.250000,adapter_ic_weak,0.26156326,-0.01109062,0.00152472,0.00974532,40
2025-10-15,0.250000,adapter_ic_weak,0.24534764,-0.01152698,0.00084580,0.01017806,40
2025-10-16,0.250000,adapter_ic_weak,0.22912267,-0.00900003,0.00193676,0.01044354,40
2025-10-17,0.250000,adapter_ic_weak,0.20400799,-0.01120431,0.00196584,0.01044463,40
2025-10-20,0.400000,adapter_ic_weak,0.18514055,-0.00881309,-0.00031691,0.01056546,40
2025-10-21,0.400000,adapter_ic_weak,0.16641497,-0.01099919,0.00023500,0.01055685,40
2025-10-22,0.400000,adapter_ic_weak,0.16013155,-0.01274644,0.00088012,0.01105470,40
2025-10-23,0.400000,adapter_ic_weak,0.14919087,-0.01755774,0.00082128,0.01107375,40
2025-10-24,0.400000,adapter_ic_weak,0.14268307,-0.02187162,0.00066521,0.01101983,40
2025-10-27,0.400000,risk_regime_adapter_helped,0.14380406,-0.03301867,0.00183638,0.01089521,40
2025-10-28,0.400000,risk_regime_adapter_helped,0.14711492,-0.04142875,0.00238766,0.01110807,40
2025-10-29,0.400000,risk_regime_adapter_helped,0.14357692,-0.04843219,0.00190295,0.01121217,40
2025-10-30,0.400000,risk_regime_adapter_helped,0.14763716,-0.05706506,0.00252956,0.01140193,40
2025-10-31,0.400000,risk_regime_adapter_helped,0.14860043,-0.06510611,0.00161803,0.01147737,40
2025-11-03,0.400000,risk_regime_adapter_helped,0.13152295,-0.06913330,0.00058273,0.01195879,40
2025-11-04,0.400000,risk_regime_adapter_helped,0.11532352,-0.06972010,0.00119277,0.01174030,40
2025-11-05,0.400000,risk_regime_adapter_helped,0.10023921,-0.06413173,0.00005062,0.01141053,40
2025-11-06,0.400000,risk_regime_adapter_helped,0.08954958,-0.05884020,-0.00008012,0.01137410,40
2025-11-07,0.400000,risk_regime_adapter_helped,0.08520939,-0.05265978,-0.00010652,0.01134004,40
2025-11-10,0.400000,risk_regime_adapter_helped,0.10151130,-0.04422862,0.00072148,0.01045089,40
2025-11-11,0.400000,exposure_penalty,0.10947202,-0.04015657,0.00114273,0.01038335,40
2025-11-12,0.400000,exposure_penalty,0.12273753,-0.03530328,0.00128370,0.01022249,40
2025-11-13,0.400000,exposure_penalty,0.12912386,-0.02835492,0.00047595,0.00974907,40
2025-11-14,0.400000,exposure_penalty,0.13405024,-0.02107423,0.00094870,0.01006635,40
2025-11-17,0.400000,exposure_penalty,0.11984210,-0.01995690,0.00129047,0.00935320,40
2025-11-18,0.400000,exposure_penalty,0.11316596,-0.02001438,0.00069976,0.00945302,40
2025-11-19,0.400000,exposure_penalty,0.10125313,-0.01984632,-0.00039233,0.00894574,40
2025-11-20,0.400000,exposure_penalty,0.08735930,-0.01647658,-0.00000630,0.00897756,40
2025-11-21,0.400000,exposure_penalty,0.07364653,-0.01093487,-0.00041065,0.00901513,40
2025-11-24,0.400000,exposure_penalty,0.06292991,-0.00823070,-0.00222000,0.00996491,40
2025-11-25,0.400000,exposure_penalty,0.05144606,-0.00829881,-0.00287605,0.00943323,40
2025-11-26,0.400000,exposure_penalty,0.04162894,-0.00669010,-0.00214499,0.00979238,40
2025-11-27,0.400000,exposure_penalty,0.03163278,-0.01194752,-0.00243721,0.00944991,40
2025-11-28,0.400000,exposure_penalty,0.02051932,-0.01933777,-0.00206240,0.00937064,40
2025-12-01,0.400000,exposure_penalty,0.01122373,-0.02674914,-0.00120265,0.00895098,40
2025-12-02,0.400000,exposure_penalty,0.00302080,-0.03627062,-0.00078952,0.00930720,40
2025-12-03,0.400000,exposure_penalty,-0.00516555,-0.04128307,-0.00065864,0.00923060,40
2025-12-04,0.400000,exposure_penalty,-0.01270568,-0.04081361,-0.00100694,0.00926063,40
2025-12-05,0.400000,exposure_penalty,-0.02345596,-0.04387436,-0.00155044,0.00864515,40
2025-12-08,0.400000,exposure_penalty,-0.02053549,-0.04769768,-0.00097724,0.00889890,40
2025-12-09,0.400000,exposure_penalty,-0.02156906,-0.05320310,-0.00074506,0.00907093,40
2025-12-10,0.250000,exposure_penalty,-0.01016173,-0.05998040,-0.00054292,0.00892562,40
2025-12-11,0.250000,exposure_penalty,0.00078487,-0.06902774,-0.00054521,0.00892583,40
2025-12-12,0.250000,exposure_penalty,0.01917078,-0.07005272,-0.00158134,0.00859570,40
2025-12-15,0.250000,exposure_penalty,0.03147601,-0.07345597,-0.00047921,0.00811122,40
2025-12-16,0.250000,exposure_penalty,0.04620252,-0.06756106,-0.00046949,0.00810411,40
2025-12-17,0.250000,exposure_penalty,0.04455513,-0.05714746,-0.00074348,0.00839072,40
2025-12-18,0.250000,exposure_penalty,0.05046885,-0.04723542,-0.00004830,0.00931329,40
2025-12-19,0.250000,exposure_penalty,0.05448866,-0.03950737,-0.00008959,0.00933734,40
2025-12-22,0.250000,exposure_penalty,0.04744141,-0.02586278,0.00129890,0.00750555,40
2025-12-23,0.250000,exposure_penalty,0.04002359,-0.01401537,0.00183684,0.00768707,40
2025-12-24,0.250000,exposure_penalty,0.04161175,-0.00802566,0.00145949,0.00748305,40
2025-12-25,0.250000,exposure_penalty,0.03167467,0.00225196,0.00130057,0.00741708,40
2025-12-26,0.250000,exposure_penalty,0.02290813,0.00966278,0.00141664,0.00740627,40
2025-12-29,0.250000,exposure_penalty,0.02745879,0.00777427,0.00145033,0.00741262,40
2025-12-30,0.250000,exposure_penalty,0.02786648,0.00459611,0.00070816,0.00715733,40
2025-12-31,0.250000,exposure_penalty,0.03153505,-0.00331631,0.00107852,0.00705152,40
