date,chosen_adapter_weight,lagged_proxy_ic,lagged_adapter_ic,history_days
2023-07-06,0.400000,0.00907695,0.05644639,40
2023-07-07,0.400000,-0.00037251,0.06703375,40
2023-07-10,0.400000,-0.00134358,0.07169908,40
2023-07-11,0.400000,0.00341992,0.07007947,40
2023-07-12,0.400000,0.00659235,0.06774908,40
2023-07-13,0.400000,0.01411722,0.06061403,40
2023-07-14,0.400000,0.02145015,0.05385885,40
2023-07-17,0.400000,0.02448207,0.04987793,40
2023-07-18,0.400000,0.02424174,0.04811685,40
2023-07-19,0.400000,0.02791956,0.04403876,40
2023-07-20,0.400000,0.03221496,0.03945597,40
2023-07-21,0.400000,0.03229982,0.03441205,40
2023-07-24,0.400000,0.03377837,0.02893610,40
2023-07-25,0.400000,0.03762092,0.02369263,40
2023-07-26,0.400000,0.03493767,0.02143057,40
2023-07-27,0.400000,0.03206903,0.02124824,40
2023-07-28,0.400000,0.02948686,0.02386997,40
2023-07-31,0.400000,0.02444377,0.02841668,40
2023-08-01,0.400000,0.02345487,0.03069538,40
2023-08-02,0.400000,0.02699649,0.03043805,40
2023-08-03,0.400000,0.02976943,0.03026589,40
2023-08-04,0.400000,0.03559254,0.02467489,40
2023-08-07,0.400000,0.03767486,0.01994609,40
2023-08-08,0.400000,0.03968793,0.01560528,40
2023-08-09,0.400000,0.03731566,0.01618123,40
2023-08-10,0.400000,0.03913753,0.01480609,40
2023-08-11,0.400000,0.03645924,0.01741499,40
2023-08-14,0.400000,0.02860132,0.02125531,40
2023-08-15,0.400000,0.01926726,0.02453565,40
2023-08-16,0.400000,0.01590556,0.02074442,40
2023-08-17,0.400000,0.00812918,0.02027268,40
2023-08-18,0.400000,-0.00304086,0.02469209,40
2023-08-21,0.400000,-0.00193226,0.02189790,40
2023-08-22,0.400000,0.00119659,0.01970092,40
2023-08-23,0.400000,0.00578478,0.01709486,40
2023-08-24,0.400000,0.01800588,0.01028940,40
2023-08-25,0.400000,0.02820029,0.00453990,40
2023-08-28,0.400000,0.03744654,0.00068767,40
2023-08-29,0.400000,0.04681683,-0.00339141,40
2023-08-30,0.400000,0.04898712,-0.00136868,40
2023-08-31,0.400000,0.04405396,0.00317647,40
2023-09-01,0.400000,0.04345123,0.00321208,40
2023-09-04,0.400000,0.04091114,0.00329166,40
2023-09-05,0.400000,0.03546401,0.00766926,40
2023-09-06,0.400000,0.03332249,0.01056957,40
2023-09-07,0.400000,0.03465426,0.01177184,40
2023-09-08,0.400000,0.04145317,0.00979784,40
2023-09-11,0.400000,0.04793034,0.00678955,40
2023-09-12,0.400000,0.04930792,0.00592985,40
2023-09-13,0.400000,0.05108910,0.00538175,40
2023-09-14,0.400000,0.05542088,0.00544401,40
2023-09-15,0.400000,0.06438734,0.00465694,40
2023-09-18,0.400000,0.07322971,0.00321113,40
2023-09-19,0.400000,0.08129121,0.00060281,40
2023-09-20,0.400000,0.09367579,-0.00414468,40
2023-09-21,0.400000,0.10242228,-0.00713340,40
2023-09-22,0.400000,0.10580819,-0.01147454,40
2023-09-25,0.400000,0.10399794,-0.01072908,40
2023-09-26,0.400000,0.10545616,-0.01235589,40
2023-09-27,0.400000,0.09873929,-0.00999345,40
2023-09-28,0.400000,0.08927973,-0.00421324,40
2023-10-09,0.400000,0.08004015,0.00303112,40
2023-10-10,0.400000,0.08372533,0.00139421,40
2023-10-11,0.400000,0.08435689,0.00233906,40
2023-10-12,0.400000,0.08179872,0.00525857,40
2023-10-13,0.400000,0.07852530,0.00625097,40
2023-10-16,0.400000,0.08054002,0.00497607,40
2023-10-17,0.400000,0.08694558,0.00084993,40
2023-10-18,0.400000,0.09596849,-0.00452666,40
2023-10-19,0.400000,0.09941339,-0.00377076,40
2023-10-20,0.400000,0.09888366,-0.00314285,40
2023-10-23,0.400000,0.09473912,-0.00366909,40
2023-10-24,0.400000,0.08697423,-0.00095594,40
2023-10-25,0.400000,0.07872552,0.00219543,40
2023-10-26,0.400000,0.07342566,0.00619389,40
2023-10-27,0.400000,0.07321190,0.00846520,40
2023-10-30,0.400000,0.07535947,0.00823431,40
2023-10-31,0.400000,0.07031684,0.01170850,40
2023-11-01,0.400000,0.06514455,0.01434696,40
2023-11-02,0.400000,0.06658664,0.01283311,40
2023-11-03,0.400000,0.07656465,0.00981679,40
2023-11-06,0.400000,0.08163960,0.01088248,40
2023-11-07,0.400000,0.08725551,0.01038878,40
2023-11-08,0.400000,0.09293820,0.00571143,40
2023-11-09,0.400000,0.09245854,0.00124156,40
2023-11-10,0.400000,0.08283752,0.00083083,40
2023-11-13,0.400000,0.07480046,0.00126219,40
2023-11-14,0.400000,0.06493442,0.00462527,40
2023-11-15,0.400000,0.05884107,0.00775289,40
2023-11-16,0.400000,0.05390775,0.01076157,40
2023-11-17,0.400000,0.05059822,0.01242539,40
2023-11-20,0.400000,0.04561966,0.01337401,40
2023-11-21,0.400000,0.04237833,0.01331131,40
2023-11-22,0.400000,0.03655061,0.01594988,40
2023-11-23,0.400000,0.02967683,0.01954862,40
2023-11-24,0.400000,0.02413420,0.02172611,40
2023-11-27,0.400000,0.01800748,0.02478835,40
2023-11-28,0.400000,0.02277491,0.02207938,40
2023-11-29,0.100000,0.02723697,0.02039857,40
2023-11-30,0.100000,0.03590045,0.01623928,40
2023-12-01,0.100000,0.04821293,0.00825495,40
2023-12-04,0.100000,0.06231500,0.00139240,40
2023-12-05,0.100000,0.06623105,0.00122747,40
2023-12-06,0.100000,0.07140130,-0.00190956,40
2023-12-07,0.100000,0.07600075,-0.00395155,40
2023-12-08,0.100000,0.07984846,-0.00343110,40
2023-12-11,0.100000,0.08075603,-0.00317807,40
2023-12-12,0.100000,0.08073368,0.00138635,40
2023-12-13,0.100000,0.07887142,0.00390728,40
2023-12-14,0.100000,0.08083904,-0.00016834,40
2023-12-15,0.000000,0.08220885,-0.00162122,40
2023-12-18,0.000000,0.08309159,-0.00358375,40
2023-12-19,0.000000,0.08443967,-0.00571020,40
2023-12-20,0.000000,0.08614928,-0.00700098,40
2023-12-21,0.000000,0.08396822,-0.00841117,40
2023-12-22,0.000000,0.07956048,-0.00738518,40
2023-12-25,0.000000,0.07605204,-0.00642518,40
2023-12-26,0.000000,0.07191981,-0.00521174,40
2023-12-27,0.000000,0.06815703,-0.00261696,40
2023-12-28,0.000000,0.06498379,-0.00339790,40
2023-12-29,0.000000,0.04856880,0.00031508,40
2024-01-02,0.000000,0.04021131,0.00034135,40
2024-01-03,0.000000,0.04150182,-0.00393784,40
2024-01-04,0.000000,0.04311286,-0.00659392,40
2024-01-05,0.000000,0.04941817,-0.00764708,40
2024-01-08,0.000000,0.07274725,-0.02170382,40
2024-01-09,0.000000,0.08893002,-0.03340878,40
2024-01-10,0.000000,0.10285260,-0.04271300,40
2024-01-11,0.000000,0.11290788,-0.04932275,40
2024-01-12,0.000000,0.11853312,-0.05053899,40
2024-01-15,0.000000,0.12089660,-0.05229882,40
2024-01-16,0.000000,0.12318804,-0.05152180,40
2024-01-17,0.000000,0.12435281,-0.05033221,40
2024-01-18,0.100000,0.12969074,-0.05236819,40
2024-01-19,0.100000,0.13537856,-0.05582397,40
2024-01-22,0.100000,0.13586513,-0.05636300,40
2024-01-23,0.100000,0.14033849,-0.06009001,40
2024-01-24,0.100000,0.13986500,-0.06050226,40
2024-01-25,0.100000,0.13450693,-0.05951047,40
2024-01-26,0.100000,0.12528968,-0.06021071,40
2024-01-29,0.100000,0.12138347,-0.06419654,40
2024-01-30,0.250000,0.11065555,-0.06446563,40
2024-01-31,0.100000,0.11015044,-0.06573641,40
2024-02-01,0.100000,0.11570118,-0.07020869,40
2024-02-02,0.100000,0.12226049,-0.07737225,40
2024-02-05,0.100000,0.12841250,-0.08324539,40
2024-02-06,0.000000,0.13560783,-0.08639784,40
2024-02-07,0.100000,0.13526887,-0.08637322,40
2024-02-08,0.100000,0.12741072,-0.08004548,40
2024-02-19,0.100000,0.11252864,-0.07127568,40
2024-02-20,0.100000,0.09407153,-0.05959691,40
2024-02-21,0.100000,0.07770014,-0.04882905,40
2024-02-22,0.100000,0.07003957,-0.04526093,40
2024-02-23,0.100000,0.06384689,-0.04511606,40
2024-02-26,0.100000,0.06432449,-0.04708062,40
2024-02-27,0.100000,0.05779537,-0.04459955,40
2024-02-28,0.100000,0.04685386,-0.03919473,40
2024-02-29,0.100000,0.04600578,-0.03906711,40
2024-03-01,0.100000,0.04106979,-0.03501603,40
2024-03-04,0.100000,0.03683873,-0.02955205,40
2024-03-05,0.100000,0.04399380,-0.03106850,40
2024-03-06,0.100000,0.05062192,-0.03357515,40
2024-03-07,0.100000,0.05160844,-0.03099247,40
2024-03-08,0.100000,0.05975199,-0.03225586,40
2024-03-11,0.100000,0.06588607,-0.03305026,40
2024-03-12,0.100000,0.05783054,-0.02618996,40
2024-03-13,0.250000,0.04404658,-0.01775377,40
2024-03-14,0.250000,0.03561184,-0.01304050,40
2024-03-15,0.250000,0.02875353,-0.01126441,40
2024-03-18,0.100000,0.02533373,-0.01146481,40
2024-03-19,0.100000,0.02558592,-0.01108507,40
2024-03-20,0.100000,0.02957144,-0.01424475,40
2024-03-21,0.100000,0.03257648,-0.01587544,40
2024-03-22,0.100000,0.03476021,-0.01696485,40
2024-03-25,0.100000,0.03404185,-0.01413743,40
2024-03-26,0.100000,0.03153395,-0.00945115,40
2024-03-27,0.100000,0.02783665,-0.00466832,40
2024-03-28,0.100000,0.02255112,-0.00111564,40
2024-03-29,0.100000,0.02259032,0.00088880,40
2024-04-01,0.100000,0.02318897,0.00486018,40
2024-04-02,0.100000,0.02391457,0.01010706,40
2024-04-03,0.100000,0.02610517,0.01418187,40
2024-04-08,0.100000,0.02243923,0.01685338,40
2024-04-09,0.250000,0.01497603,0.02287537,40
2024-04-10,0.250000,0.00493685,0.03019524,40
2024-04-11,0.250000,-0.00667870,0.03739694,40
2024-04-12,0.250000,-0.01859168,0.04217102,40
2024-04-15,0.100000,-0.01886148,0.03967643,40
2024-04-16,0.100000,-0.01420964,0.03261912,40
2024-04-17,0.100000,-0.00584716,0.02397017,40
2024-04-18,0.100000,0.00350236,0.01567519,40
2024-04-19,0.100000,0.01735488,0.00819603,40
2024-04-22,0.250000,0.02417900,0.00500054,40
2024-04-23,0.250000,0.02518378,0.00784864,40
2024-04-24,0.250000,0.02122417,0.01388245,40
2024-04-25,0.250000,0.02991308,0.01312172,40
2024-04-26,0.250000,0.04384541,0.00832698,40
2024-04-29,0.400000,0.04153097,0.01251631,40
2024-04-30,0.400000,0.03815267,0.01345336,40
2024-05-06,0.400000,0.03862369,0.01026644,40
2024-05-07,0.400000,0.03128275,0.01393083,40
2024-05-08,0.400000,0.01883970,0.02137622,40
2024-05-09,0.400000,0.01684192,0.02225065,40
2024-05-10,0.400000,0.01239072,0.02577166,40
2024-05-13,0.400000,0.00670346,0.02804997,40
2024-05-14,0.400000,0.01392358,0.02555012,40
2024-05-15,0.400000,0.02808162,0.02182330,40
2024-05-16,0.400000,0.03611830,0.02009159,40
2024-05-17,0.400000,0.04381667,0.01907588,40
2024-05-20,0.400000,0.04596855,0.01590389,40
2024-05-21,0.400000,0.03945997,0.01470256,40
2024-05-22,0.400000,0.03210217,0.01650373,40
2024-05-23,0.400000,0.02143549,0.01825542,40
2024-05-24,0.400000,0.01309239,0.02175428,40
2024-05-27,0.400000,0.00791207,0.02330306,40
2024-05-28,0.400000,0.01064311,0.02031882,40
2024-05-29,0.400000,0.01286712,0.01774666,40
2024-05-30,0.400000,0.01993731,0.01495581,40
2024-05-31,0.400000,0.01978113,0.01505053,40
2024-06-03,0.400000,0.02000427,0.01441335,40
2024-06-04,0.400000,0.01530995,0.01897880,40
2024-06-05,0.400000,0.01137359,0.02098199,40
2024-06-06,0.400000,0.00661790,0.02605893,40
2024-06-07,0.400000,0.00361258,0.02853072,40
2024-06-11,0.400000,0.00548627,0.02934950,40
2024-06-12,0.400000,0.00385807,0.02916506,40
2024-06-13,0.400000,0.00038600,0.02823341,40
2024-06-14,0.400000,-0.00509953,0.02907764,40
2024-06-17,0.400000,-0.01025869,0.03089455,40
2024-06-18,0.400000,-0.01249001,0.03574575,40
2024-06-19,0.400000,-0.00886649,0.03781116,40
2024-06-20,0.400000,-0.00265399,0.03538813,40
2024-06-21,0.400000,0.00445153,0.03499721,40
2024-06-24,0.400000,0.01782099,0.02936695,40
2024-06-25,0.400000,0.03078456,0.02463798,40
2024-06-26,0.400000,0.03701561,0.02009812,40
2024-06-27,0.400000,0.03993345,0.01528365,40
2024-06-28,0.400000,0.04983466,0.00640956,40
2024-07-01,0.400000,0.06914264,-0.00360787,40
2024-07-02,0.400000,0.07931170,-0.01169800,40
2024-07-03,0.400000,0.09644835,-0.02532669,40
2024-07-04,0.400000,0.11765282,-0.04015894,40
2024-07-05,0.400000,0.12906489,-0.04769780,40
2024-07-08,0.400000,0.12813173,-0.05179582,40
2024-07-09,0.400000,0.13627895,-0.05536827,40
2024-07-10,0.400000,0.14189105,-0.05634371,40
2024-07-11,0.400000,0.14383153,-0.05544529,40
2024-07-12,0.400000,0.13759458,-0.04850367,40
2024-07-15,0.400000,0.13136506,-0.04260177,40
2024-07-16,0.400000,0.12686125,-0.03596945,40
2024-07-17,0.400000,0.12418618,-0.03161230,40
2024-07-18,0.400000,0.11504395,-0.02589705,40
2024-07-19,0.400000,0.11839654,-0.02461237,40
2024-07-22,0.400000,0.11595408,-0.02154614,40
2024-07-23,0.400000,0.10734410,-0.01634441,40
2024-07-24,0.400000,0.10039372,-0.01662074,40
2024-07-25,0.400000,0.10386986,-0.01961722,40
2024-07-26,0.000000,0.10197097,-0.02312220,40
2024-07-29,0.000000,0.10225021,-0.02532989,40
2024-07-30,0.000000,0.10749495,-0.02968075,40
2024-07-31,0.000000,0.10906284,-0.03397397,40
2024-08-01,0.000000,0.09754252,-0.03191998,40
2024-08-02,0.000000,0.09548900,-0.03174313,40
2024-08-05,0.000000,0.09673716,-0.03410764,40
2024-08-06,0.000000,0.09207497,-0.03773516,40
2024-08-07,0.000000,0.08896936,-0.03877981,40
2024-08-08,0.000000,0.09190752,-0.03834489,40
2024-08-09,0.000000,0.08981841,-0.03812829,40
2024-08-12,0.000000,0.08792423,-0.03548630,40
2024-08-13,0.000000,0.08198635,-0.03369470,40
2024-08-14,0.000000,0.07204041,-0.02979970,40
2024-08-15,0.000000,0.06147088,-0.02327763,40
2024-08-16,0.000000,0.05042309,-0.01762922,40
2024-08-19,0.000000,0.03851372,-0.00975569,40
2024-08-20,0.000000,0.02845896,-0.00313820,40
2024-08-21,0.400000,0.02323924,0.00196474,40
2024-08-22,0.400000,0.01874151,0.00718238,40
2024-08-23,0.400000,0.01623683,0.01253932,40
2024-08-26,0.400000,0.01343485,0.01656970,40
2024-08-27,0.400000,0.01381534,0.02058157,40
2024-08-28,0.400000,0.01117757,0.02715235,40
2024-08-29,0.400000,0.00723661,0.03083455,40
2024-08-30,0.400000,-0.00357257,0.03875674,40
2024-09-02,0.400000,-0.01280884,0.05038879,40
2024-09-03,0.400000,-0.02507041,0.06009815,40
2024-09-04,0.400000,-0.04416247,0.07542942,40
2024-09-05,0.400000,-0.05876635,0.08904912,40
2024-09-06,0.400000,-0.06140896,0.09380461,40
2024-09-09,0.400000,-0.05864277,0.09353173,40
2024-09-10,0.400000,-0.05919599,0.09801308,40
2024-09-11,0.400000,-0.05415835,0.09740725,40
2024-09-12,0.400000,-0.04679988,0.09561562,40
2024-09-13,0.400000,-0.04172996,0.09401418,40
2024-09-18,0.400000,-0.03634777,0.09073530,40
2024-09-19,0.400000,-0.02191792,0.08262188,40
2024-09-20,0.400000,-0.01292342,0.07993658,40
2024-09-23,0.400000,-0.01270000,0.08432252,40
2024-09-24,0.400000,-0.00867688,0.08935088,40
2024-09-25,0.400000,-0.00865640,0.08855979,40
2024-09-26,0.400000,-0.01922045,0.09023582,40
2024-09-27,0.400000,-0.02575970,0.08612463,40
2024-09-30,0.400000,-0.01893515,0.06775957,40
2024-10-08,0.400000,-0.01087973,0.04019862,40
2024-10-09,0.400000,-0.00164823,0.02456201,40
2024-10-10,0.400000,0.01274537,0.02571108,40
2024-10-11,0.400000,0.02439721,0.02737654,40
2024-10-14,0.400000,0.02866548,0.02835842,40
2024-10-15,0.400000,0.03024900,0.02655706,40
2024-10-16,0.400000,0.02479519,0.02235601,40
2024-10-17,0.400000,0.01901295,0.01945751,40
2024-10-18,0.400000,0.01916104,0.01715664,40
2024-10-21,0.400000,0.02459486,0.01485003,40
2024-10-22,0.400000,0.02985126,0.01357848,40
2024-10-23,0.400000,0.03509336,0.01217517,40
2024-10-24,0.400000,0.04113251,0.01174138,40
2024-10-25,0.400000,0.04517554,0.01077061,40
2024-10-28,0.400000,0.04711713,0.01229584,40
2024-10-29,0.400000,0.04743694,0.01313964,40
2024-10-30,0.400000,0.04665665,0.01290526,40
2024-10-31,0.400000,0.04602760,0.01375731,40
2024-11-01,0.400000,0.04772441,0.01530882,40
2024-11-04,0.250000,0.04335757,0.01670941,40
2024-11-05,0.250000,0.04227118,0.01449520,40
2024-11-06,0.250000,0.04726635,0.00925018,40
2024-11-07,0.250000,0.05217917,0.00731123,40
2024-11-08,0.250000,0.05848850,0.00234176,40
2024-11-11,0.250000,0.06708472,-0.00444424,40
2024-11-12,0.250000,0.07617050,-0.01082569,40
2024-11-13,0.250000,0.07880787,-0.01283996,40
2024-11-14,0.250000,0.08309856,-0.01618357,40
2024-11-15,0.250000,0.08354001,-0.01586856,40
2024-11-18,0.250000,0.08072505,-0.01398129,40
2024-11-19,0.250000,0.07172224,-0.00950993,40
2024-11-20,0.250000,0.06611629,-0.00589342,40
2024-11-21,0.250000,0.05943871,-0.00258943,40
2024-11-22,0.250000,0.05653699,-0.00090820,40
2024-11-25,0.250000,0.05535145,-0.00105779,40
2024-11-26,0.250000,0.05653465,-0.00271120,40
2024-11-27,0.250000,0.05617685,-0.00240789,40
2024-11-28,0.250000,0.05968430,-0.00262974,40
2024-11-29,0.250000,0.06330403,-0.00259151,40
2024-12-02,0.250000,0.06989329,-0.00119509,40
2024-12-03,0.250000,0.07560026,0.00507004,40
2024-12-04,0.250000,0.08283170,0.01319900,40
2024-12-05,0.400000,0.07466438,0.01377086,40
2024-12-06,0.400000,0.06415593,0.01333289,40
2024-12-09,0.400000,0.05284346,0.01386437,40
2024-12-10,0.400000,0.04706713,0.01822296,40
2024-12-11,0.400000,0.05837530,0.02529507,40
2024-12-12,0.400000,0.07145362,0.02919605,40
2024-12-13,0.400000,0.07297244,0.03190397,40
2024-12-16,0.400000,0.06525505,0.03110720,40
2024-12-17,0.400000,0.05685635,0.02786591,40
2024-12-18,0.400000,0.04806120,0.02698439,40
2024-12-19,0.400000,0.04032571,0.02095594,40
2024-12-20,0.400000,0.03601339,0.01733987,40
2024-12-23,0.400000,0.03721576,0.01222305,40
2024-12-24,0.400000,0.04204404,0.00777462,40
