date,n,topk,gross_return,benchmark_return,active_return,net_return,net_active_return,turnover,cost,max_industry_weight,size_exposure
2023-01-03,306,5,0.013430498770743943,0.004790185603119371,0.008640313167624572,0.012930498770743943,0.008140313167624572,0.5,0.0005,0.2,0.5932986519966654
2023-01-04,306,5,0.026371279960030136,0.004216888234827709,0.02215439172520243,0.025571279960030138,0.02135439172520243,0.8,0.0008,0.4,-0.12994295316346616
2023-01-05,306,5,0.01693895979919236,0.0017165165374408453,0.015222443261751517,0.01693895979919236,0.015222443261751517,0.0,0.0,0.4,-0.07927953236502461
2023-01-06,306,5,0.013021785368486735,0.0032101920867111445,0.009811593281775591,0.012821785368486735,0.00961159328177559,0.2,0.0002,0.4,-0.2511260349553375
2023-01-09,306,5,0.013758937992535714,0.0047407219318214575,0.009018216060714256,0.013558937992535713,0.008818216060714257,0.2,0.0002,0.4,-0.05050030312992959
2023-01-10,306,5,0.0123026390277255,0.004835704491661907,0.0074669345360635925,0.012102639027725499,0.007266934536063592,0.2,0.0002,0.4,-0.21569167725513338
2023-01-11,306,5,0.009311882341120023,0.005735089469656975,0.003576792871463048,0.009111882341120023,0.0033767928714630475,0.2,0.0002,0.4,-0.28231832701045434
2023-01-12,306,5,0.009740246486325014,0.007184171641994383,0.0025560748443306316,0.009540246486325014,0.002356074844330631,0.2,0.0002,0.4,-0.29022237701095754
2023-01-13,306,5,0.009892556794318854,0.006486438331668923,0.003406118462649931,0.009692556794318853,0.0032061184626499305,0.2,0.0002,0.4,-0.22928633749450178
2023-01-16,306,5,0.006568881584298594,0.003942422119970165,0.0026264594643284293,0.006568881584298594,0.0026264594643284293,0.0,0.0,0.4,-0.20715824722328335
2023-01-17,306,5,-0.0021427860553694658,0.002241868388210256,-0.0043846544435797215,-0.0021427860553694658,-0.0043846544435797215,0.0,0.0,0.4,-0.19720560709499324
2023-01-18,306,5,0.0038296658365021183,0.0045878009595046055,-0.0007581351230024872,0.0036296658365021182,-0.0009581351230024873,0.2,0.0002,0.4,-0.1176492237059037
2023-01-19,306,5,-0.0032986680460567056,0.0028905985933651126,-0.006189266639421818,-0.0034986680460567057,-0.006389266639421819,0.2,0.0002,0.4,-0.26419344386457055
2023-01-20,306,5,-0.0041079624815705705,0.00030573247719145504,-0.004413694958762026,-0.00430796248157057,-0.004613694958762025,0.2,0.0002,0.4,-0.21188881956216932
2023-01-30,306,5,-0.005589369171255698,-0.002035914218744329,-0.0035534549525113694,-0.005789369171255698,-0.003753454952511369,0.2,0.0002,0.4,-0.2779249462343607
2023-01-31,306,5,-0.0031764087004573136,-7.713922902314423e-05,-0.0030992694714341695,-0.003776408700457314,-0.0036992694714341697,0.6000000000000001,0.0006000000000000001,0.4,-0.10711482568843422
2023-02-01,306,5,-0.002629040941401337,-0.0034262038744364612,0.0007971629330351241,-0.0030290409414013373,0.00039716293303512394,0.4,0.0004,0.4,-0.3121004240876264
2023-02-02,307,5,-0.0008891034573976598,-0.00037088941485986966,-0.0005182140425377902,-0.0010891034573976598,-0.0007182140425377901,0.2,0.0002,0.4,0.2907195474518893
2023-02-03,307,5,0.004539828737685423,-6.58913299910306e-05,0.004605720067676454,0.004339828737685424,0.004405720067676454,0.2,0.0002,0.2,0.2667174492934947
2023-02-06,307,5,0.00452473226033856,0.0037583386610070936,0.0007663935993314662,0.00432473226033856,0.0005663935993314665,0.2,0.0002,0.2,0.2680277680807315
2023-02-07,307,5,0.0008049632071729596,0.0035444918489720956,-0.002739528641799136,0.0006049632071729596,-0.002939528641799136,0.2,0.0002,0.4,-0.2543319937534303
2023-02-08,306,5,0.013408371693996363,0.0040863984734326115,0.009321973220563752,0.013208371693996362,0.00912197322056375,0.2,0.0002,0.2,-0.6139938149306232
2023-02-09,306,5,0.00021377744837119294,-0.0013442303383332942,0.001558007786704487,1.377744837119293e-05,0.0013580077867044872,0.2,0.0002,0.2,-0.7016607918661197
2023-02-10,306,5,-0.005472702529803066,-0.0029914507887371595,-0.002481251741065907,-0.005672702529803066,-0.0026812517410659065,0.2,0.0002,0.2,-0.5555233322643218
2023-02-13,306,5,0.00465707806947401,5.2230750343498245e-05,0.0046048473191305115,0.00425707806947401,0.004204847319130511,0.4,0.0004,0.2,-0.785239042586003
2023-02-14,306,5,0.011821682562692351,0.0004350228956916238,0.011386659667000728,0.01162168256269235,0.011186659667000727,0.2,0.0002,0.2,-0.6578400693965527
2023-02-15,306,5,-0.0074656461018488465,-9.309557545493104e-05,-0.007372550526393916,-0.007865646101848846,-0.007772550526393915,0.4,0.0004,0.2,-0.8238547577432982
2023-02-16,306,5,-0.0003486997475716169,0.0019085176843574585,-0.0022572174319290756,-0.0007486997475716169,-0.0026572174319290753,0.4,0.0004,0.2,-0.35387712579416863
2023-02-17,307,5,0.01630624967837541,0.0030034012905908606,0.01330284838778455,0.01590624967837541,0.012902848387784549,0.4,0.0004,0.2,-0.7275661838390963
2023-02-20,307,5,-0.004566755402564682,-0.0028192759344282214,-0.0017474794681364603,-0.004766755402564681,-0.00194747946813646,0.2,0.0002,0.2,-0.41420409174003936
2023-02-21,307,5,0.0007235709780693922,-0.0021179680561314662,0.0028415390342008584,0.0007235709780693922,0.0028415390342008584,0.0,0.0,0.2,-0.4263060418365541
2023-02-22,307,5,0.009540678270663818,0.0015606662791404135,0.007980011991523404,0.009340678270663818,0.007780011991523404,0.2,0.0002,0.2,-0.5547371268930341
2023-02-23,307,5,0.01587122890950123,0.0018600540154190813,0.014011174894082148,0.01567122890950123,0.01381117489408215,0.2,0.0002,0.2,-0.4320098196316984
2023-02-24,307,5,0.0032481595534522164,0.004115149238421944,-0.0008669896849697275,0.0032481595534522164,-0.0008669896849697275,0.0,0.0,0.2,-0.3996837773576978
2023-02-27,307,5,0.0045907212104211535,0.004522302241901731,6.841896851942243e-05,0.0045907212104211535,6.841896851942243e-05,0.0,0.0,0.2,-0.4229877329055718
2023-02-28,307,5,-0.004600569332125302,2.5350024859755286e-05,-0.004625919356985057,-0.004600569332125302,-0.004625919356985057,0.0,0.0,0.2,-0.4125016711822518
2023-03-01,307,5,-0.011074023360535992,-0.0027769911980228563,-0.008297032162513136,-0.011074023360535992,-0.008297032162513136,0.0,0.0,0.2,-0.3830412619252943
2023-03-02,307,5,-0.015409981195656036,-0.0030549486235440667,-0.012355032572111969,-0.015409981195656036,-0.012355032572111969,0.0,0.0,0.2,-0.36580163313163716
