date,chosen_adapter_weight,lagged_proxy_ic,lagged_adapter_ic,history_days
2025-07-28,0.000000,0.19589369,-0.04278029,40
2025-07-29,0.000000,0.20411346,-0.03699164,40
2025-07-30,0.000000,0.21557082,-0.03736904,40
2025-07-31,0.000000,0.22456885,-0.03296891,40
2025-08-01,0.000000,0.22891173,-0.03315979,40
2025-08-04,0.000000,0.22854010,-0.03572018,40
2025-08-05,0.000000,0.22335676,-0.03298139,40
2025-08-06,0.000000,0.20940478,-0.03182788,40
2025-08-07,0.000000,0.19837387,-0.03449954,40
2025-08-08,0.000000,0.18519408,-0.03811783,40
2025-08-11,0.000000,0.17485182,-0.04041801,40
2025-08-12,0.000000,0.17012282,-0.04043389,40
2025-08-13,0.000000,0.17157104,-0.04239588,40
2025-08-14,0.000000,0.17802836,-0.04192260,40
2025-08-15,0.000000,0.18389489,-0.04414168,40
2025-08-18,0.000000,0.19213406,-0.04453847,40
2025-08-19,0.000000,0.20231887,-0.05057304,40
2025-08-20,0.000000,0.21251339,-0.04897169,40
2025-08-21,0.000000,0.21919873,-0.04606745,40
2025-08-22,0.000000,0.22419959,-0.04331324,40
2025-08-25,0.000000,0.22403994,-0.04203574,40
2025-08-26,0.000000,0.22384330,-0.03708845,40
2025-08-27,0.000000,0.21665019,-0.03383982,40
2025-08-28,0.100000,0.22158753,-0.02980052,40
2025-08-29,0.000000,0.23634053,-0.02163913,40
2025-09-01,0.000000,0.24829854,-0.01823862,40
2025-09-02,0.000000,0.26001175,-0.01884164,40
2025-09-03,0.000000,0.26376858,-0.01795534,40
2025-09-04,0.000000,0.26263280,-0.01989699,40
2025-09-05,0.000000,0.24779319,-0.02578980,40
2025-09-08,0.000000,0.24109121,-0.02646749,40
2025-09-09,0.000000,0.22665575,-0.02858007,40
2025-09-10,0.000000,0.21540551,-0.03017772,40
2025-09-11,0.000000,0.20747934,-0.03054522,40
2025-09-12,0.000000,0.21164488,-0.02437400,40
2025-09-15,0.000000,0.20924568,-0.01906022,40
2025-09-16,0.000000,0.20986091,-0.01593732,40
2025-09-17,0.000000,0.22303407,-0.01947125,40
2025-09-18,0.000000,0.23237325,-0.02500968,40
2025-09-19,0.100000,0.24019624,-0.03103149,40
2025-09-22,0.100000,0.24418758,-0.03104669,40
2025-09-23,0.100000,0.24439290,-0.03289108,40
2025-09-24,0.100000,0.23885066,-0.03035044,40
2025-09-25,0.100000,0.23568612,-0.02755062,40
2025-09-26,0.100000,0.23709531,-0.02229522,40
2025-09-29,0.100000,0.23787033,-0.01875839,40
2025-09-30,0.100000,0.24356679,-0.01689518,40
2025-10-09,0.100000,0.25389198,-0.01682444,40
2025-10-10,0.250000,0.26248584,-0.01398958,40
2025-10-13,0.250000,0.26205663,-0.01121343,40
2025-10-14,0.250000,0.26156326,-0.01109062,40
2025-10-15,0.250000,0.24534764,-0.01152698,40
2025-10-16,0.400000,0.22912267,-0.00900003,40
2025-10-17,0.400000,0.20400799,-0.01120431,40
2025-10-20,0.400000,0.18514055,-0.00881309,40
2025-10-21,0.400000,0.16641497,-0.01099919,40
2025-10-22,0.400000,0.16013155,-0.01274644,40
2025-10-23,0.400000,0.14919087,-0.01755774,40
2025-10-24,0.400000,0.14268307,-0.02187162,40
2025-10-27,0.250000,0.14380406,-0.03301867,40
2025-10-28,0.250000,0.14711492,-0.04142875,40
2025-10-29,0.250000,0.14357692,-0.04843219,40
2025-10-30,0.250000,0.14763716,-0.05706506,40
2025-10-31,0.250000,0.14860043,-0.06510611,40
2025-11-03,0.250000,0.13152295,-0.06913330,40
2025-11-04,0.250000,0.11532352,-0.06972010,40
2025-11-05,0.250000,0.10023921,-0.06413173,40
2025-11-06,0.400000,0.08954958,-0.05884020,40
2025-11-07,0.400000,0.08520939,-0.05265978,40
2025-11-10,0.400000,0.10151130,-0.04422862,40
2025-11-11,0.400000,0.10947202,-0.04015657,40
2025-11-12,0.400000,0.12273753,-0.03530328,40
2025-11-13,0.400000,0.12912386,-0.02835492,40
2025-11-14,0.400000,0.13405024,-0.02107423,40
2025-11-17,0.400000,0.11984210,-0.01995690,40
2025-11-18,0.400000,0.11316596,-0.02001438,40
2025-11-19,0.400000,0.10125313,-0.01984632,40
2025-11-20,0.400000,0.08735930,-0.01647658,40
2025-11-21,0.400000,0.07364653,-0.01093487,40
2025-11-24,0.400000,0.06292991,-0.00823070,40
2025-11-25,0.400000,0.05144606,-0.00829881,40
2025-11-26,0.400000,0.04162894,-0.00669010,40
2025-11-27,0.400000,0.03163278,-0.01194752,40
2025-11-28,0.400000,0.02051932,-0.01933777,40
2025-12-01,0.400000,0.01122373,-0.02674914,40
2025-12-02,0.400000,0.00302080,-0.03627062,40
2025-12-03,0.400000,-0.00516555,-0.04128307,40
2025-12-04,0.400000,-0.01270568,-0.04081361,40
2025-12-05,0.400000,-0.02345596,-0.04387436,40
2025-12-08,0.400000,-0.02053549,-0.04769768,40
2025-12-09,0.400000,-0.02156906,-0.05320310,40
2025-12-10,0.400000,-0.01016173,-0.05998040,40
2025-12-11,0.250000,0.00078487,-0.06902774,40
2025-12-12,0.250000,0.01917078,-0.07005272,40
2025-12-15,0.250000,0.03147601,-0.07345597,40
2025-12-16,0.250000,0.04620252,-0.06756106,40
2025-12-17,0.250000,0.04455513,-0.05714746,40
2025-12-18,0.250000,0.05046885,-0.04723542,40
2025-12-19,0.250000,0.05448866,-0.03950737,40
2025-12-22,0.250000,0.04744141,-0.02586278,40
2025-12-23,0.250000,0.04002359,-0.01401537,40
2025-12-24,0.250000,0.04161175,-0.00802566,40
2025-12-25,0.250000,0.03167467,0.00225196,40
2025-12-26,0.250000,0.02290813,0.00966278,40
2025-12-29,0.250000,0.02745879,0.00777427,40
2025-12-30,0.250000,0.02786648,0.00459611,40
2025-12-31,0.250000,0.03153505,-0.00331631,40
