date,n,ic,rankic,icir,rankicir,model,horizon,lookback
2023-01-03,306,-0.01682640,-0.04324229,,,deeptrader,1,20
2023-01-04,306,0.06440482,0.08797189,,,deeptrader,1,20
2023-01-05,306,0.07784146,0.09883814,,,deeptrader,1,20
2023-01-06,306,0.02089234,0.10078980,,,deeptrader,1,20
2023-01-09,306,0.18127220,0.23954462,,,deeptrader,1,20
2023-01-10,306,-0.14548359,-0.23509971,,,deeptrader,1,20
2023-01-11,306,0.08092904,0.08432211,,,deeptrader,1,20
2023-01-12,306,0.15971219,0.05450599,,,deeptrader,1,20
2023-01-13,306,0.05380641,0.11205750,,,deeptrader,1,20
2023-01-16,306,0.22010479,0.29070708,,,deeptrader,1,20
2023-01-17,306,-0.07406483,-0.18813163,,,deeptrader,1,20
2023-01-18,306,0.22003582,0.21419712,,,deeptrader,1,20
2023-01-19,306,0.13432610,0.09881376,,,deeptrader,1,20
2023-01-20,306,0.12821507,0.14978403,,,deeptrader,1,20
2023-01-30,306,-0.13801406,-0.15681954,,,deeptrader,1,20
2023-01-31,306,0.01661239,-0.02220867,,,deeptrader,1,20
2023-02-01,306,0.02846728,0.00285405,,,deeptrader,1,20
2023-02-02,307,0.11310001,0.07191935,,,deeptrader,1,20
2023-02-03,307,0.02725041,0.00015262,,,deeptrader,1,20
2023-02-06,307,0.08100449,0.01843354,,,deeptrader,1,20
2023-02-07,307,0.04563684,0.07288456,,,deeptrader,1,20
2023-02-08,306,0.11768383,0.00480301,,,deeptrader,1,20
2023-02-09,306,-0.10406932,-0.14470188,,,deeptrader,1,20
2023-02-10,306,0.05377710,-0.03727491,,,deeptrader,1,20
2023-02-13,306,0.00204686,-0.00650417,,,deeptrader,1,20
2023-02-14,306,-0.02952952,-0.08938745,,,deeptrader,1,20
2023-02-15,306,-0.12230844,-0.23004888,,,deeptrader,1,20
2023-02-16,306,-0.12112062,-0.09464481,,,deeptrader,1,20
2023-02-17,307,0.02811932,0.00267338,,,deeptrader,1,20
2023-02-20,307,-0.15436431,-0.13129138,,,deeptrader,1,20
2023-02-21,307,0.13766447,0.05923527,,,deeptrader,1,20
2023-02-22,307,-0.01429812,0.02069026,,,deeptrader,1,20
2023-02-23,307,0.07392797,0.07123048,,,deeptrader,1,20
2023-02-24,307,0.05043960,-0.04501449,,,deeptrader,1,20
2023-02-27,307,-0.16563164,-0.22442193,,,deeptrader,1,20
2023-02-28,307,0.07885221,0.03713114,,,deeptrader,1,20
2023-03-01,307,-0.02452665,-0.09687294,,,deeptrader,1,20
2023-03-02,307,0.11801250,0.07683231,,,deeptrader,1,20
2023-03-03,307,-0.03935674,-0.06013983,,,deeptrader,1,20
2023-03-06,307,0.06301807,-0.00781859,,,deeptrader,1,20
2023-03-07,308,0.06919641,0.03895609,,,deeptrader,1,20
2023-03-08,308,-0.04321650,-0.02758858,,,deeptrader,1,20
