date,n,ic,rankic,icir,rankicir,model,horizon,lookback
2023-01-03,306,0.05541273,-0.03694405,,,thgnn,1,20
2023-01-04,306,0.18482422,0.12669774,,,thgnn,1,20
2023-01-05,306,-0.01600327,-0.09562012,,,thgnn,1,20
2023-01-06,306,-0.02153366,-0.00332651,,,thgnn,1,20
2023-01-09,306,0.05929090,0.13613274,,,thgnn,1,20
2023-01-10,306,-0.33883353,-0.38949942,,,thgnn,1,20
2023-01-11,306,-0.14487424,-0.07829972,,,thgnn,1,20
2023-01-12,306,0.18714176,0.25645419,,,thgnn,1,20
2023-01-13,306,0.02246151,0.08269835,,,thgnn,1,20
2023-01-16,306,0.08412535,0.08028931,,,thgnn,1,20
2023-01-17,306,-0.04961049,-0.17846596,,,thgnn,1,20
2023-01-18,306,0.16685822,0.21314920,,,thgnn,1,20
2023-01-19,306,0.09194231,0.05731865,,,thgnn,1,20
2023-01-20,306,0.02686149,0.09445846,,,thgnn,1,20
2023-01-30,306,-0.15982620,-0.19477159,,,thgnn,1,20
2023-01-31,306,0.10514301,0.25115955,,,thgnn,1,20
2023-02-01,306,0.07238828,0.04309424,,,thgnn,1,20
2023-02-02,307,0.08969221,0.21775999,,,thgnn,1,20
2023-02-03,307,0.11592589,0.13245876,,,thgnn,1,20
2023-02-06,307,-0.00173351,-0.07076339,,,thgnn,1,20
2023-02-07,307,-0.02115218,-0.04173286,,,thgnn,1,20
2023-02-08,306,0.19412364,0.22904742,,,thgnn,1,20
2023-02-09,306,0.02644456,-0.11705377,,,thgnn,1,20
2023-02-10,306,0.03459609,0.03699430,,,thgnn,1,20
2023-02-13,306,-0.11208936,-0.16126806,,,thgnn,1,20
2023-02-14,306,0.18420235,0.13576514,,,thgnn,1,20
2023-02-15,306,-0.10637649,-0.12559560,,,thgnn,1,20
2023-02-16,306,-0.23858671,-0.18215768,,,thgnn,1,20
2023-02-17,307,-0.08028126,-0.20141856,,,thgnn,1,20
2023-02-20,307,0.07149513,-0.02833181,,,thgnn,1,20
2023-02-21,307,0.04787431,-0.05720304,,,thgnn,1,20
2023-02-22,307,0.02787864,-0.07329333,,,thgnn,1,20
2023-02-23,307,-0.03338224,-0.08833501,,,thgnn,1,20
2023-02-24,307,-0.03153547,-0.01307505,,,thgnn,1,20
2023-02-27,307,-0.02534238,-0.02228764,,,thgnn,1,20
2023-02-28,307,0.01906963,0.08165043,,,thgnn,1,20
2023-03-01,307,0.12063534,0.20646389,,,thgnn,1,20
2023-03-02,307,0.09570337,-0.05746041,,,thgnn,1,20
