date,n,ic,rankic,icir,rankicir,model,horizon,lookback
2023-01-03,306,0.11205888,0.09682804,,,diffsformer,5,20
2023-01-04,306,0.75232972,0.73973930,,,diffsformer,5,20
2023-01-05,306,0.69400475,0.66125293,,,diffsformer,5,20
2023-01-06,306,0.57372792,0.59355583,,,diffsformer,5,20
2023-01-09,306,0.38840820,0.40447697,,,diffsformer,5,20
2023-01-10,306,0.29997318,0.31546647,,,diffsformer,5,20
2023-01-11,306,0.18333256,0.20133945,,,diffsformer,5,20
2023-01-12,306,0.11196965,0.10392193,,,diffsformer,5,20
2023-01-13,306,0.04061162,0.03005852,,,diffsformer,5,20
2023-01-16,306,0.00351990,0.00775624,,,diffsformer,5,20
2023-01-17,306,-0.10466575,-0.10537521,,,diffsformer,5,20
2023-01-18,306,0.05585776,0.06637311,,,diffsformer,5,20
2023-01-19,306,-0.01863511,-0.02107248,,,diffsformer,5,20
2023-01-20,306,0.03652543,0.02344587,,,diffsformer,5,20
2023-01-30,306,-0.07321015,-0.05345564,,,diffsformer,5,20
2023-01-31,306,0.07892609,0.04734468,,,diffsformer,5,20
2023-02-01,306,0.02129769,-0.09294037,,,diffsformer,5,20
2023-02-02,307,0.06257475,0.01172063,,,diffsformer,5,20
2023-02-03,307,0.02811404,-0.09189937,,,diffsformer,5,20
2023-02-06,307,0.11525260,0.03565724,,,diffsformer,5,20
2023-02-07,307,0.09118085,0.04239931,,,diffsformer,5,20
2023-02-08,306,0.20774952,0.17275073,,,diffsformer,5,20
2023-02-09,306,0.09028938,-0.03036264,,,diffsformer,5,20
2023-02-10,306,0.04170912,-0.04645552,,,diffsformer,5,20
2023-02-13,306,0.11749484,0.02059252,,,diffsformer,5,20
2023-02-14,306,0.15422766,0.05935661,,,diffsformer,5,20
2023-02-15,306,-0.04860691,-0.07089669,,,diffsformer,5,20
2023-02-16,306,-0.03520261,-0.01334762,,,diffsformer,5,20
2023-02-17,307,0.24068506,0.17338622,,,diffsformer,5,20
2023-02-20,307,-0.04928602,-0.04039561,,,diffsformer,5,20
