date,n,ic,rankic,icir,rankicir,model,horizon,lookback
2023-01-03,306,-0.00356358,-0.09229049,,,rd_agent_quant,1,20
2023-01-04,306,0.00190284,-0.09127862,,,rd_agent_quant,1,20
2023-01-05,306,-0.30840654,-0.29209626,,,rd_agent_quant,1,20
2023-01-06,306,-0.05355938,0.00701342,,,rd_agent_quant,1,20
2023-01-09,306,0.00497067,0.05562161,,,rd_agent_quant,1,20
2023-01-10,306,0.01679155,0.06374504,,,rd_agent_quant,1,20
2023-01-11,306,0.06718429,0.06585412,,,rd_agent_quant,1,20
2023-01-12,306,0.24746380,0.26308026,,,rd_agent_quant,1,20
2023-01-13,306,0.02911566,0.02503443,,,rd_agent_quant,1,20
2023-01-16,306,-0.07887936,-0.01734975,,,rd_agent_quant,1,20
2023-01-17,306,-0.21888430,-0.28999852,,,rd_agent_quant,1,20
2023-01-18,306,0.05170879,-0.01603821,,,rd_agent_quant,1,20
2023-01-19,306,-0.18539204,-0.22708229,,,rd_agent_quant,1,20
2023-01-20,306,-0.00608777,-0.05358493,,,rd_agent_quant,1,20
2023-01-30,306,-0.23395762,-0.21857771,,,rd_agent_quant,1,20
2023-01-31,306,0.13664429,0.17790827,,,rd_agent_quant,1,20
2023-02-01,306,-0.10210515,-0.15058514,,,rd_agent_quant,1,20
2023-02-02,307,-0.05780745,-0.07402828,,,rd_agent_quant,1,20
2023-02-03,307,-0.12640812,-0.20562824,,,rd_agent_quant,1,20
2023-02-06,307,0.13201996,0.01480788,,,rd_agent_quant,1,20
2023-02-07,307,0.01654098,-0.01088289,,,rd_agent_quant,1,20
2023-02-08,306,0.06456804,0.08971397,,,rd_agent_quant,1,20
2023-02-09,306,-0.13990045,-0.24846677,,,rd_agent_quant,1,20
2023-02-10,306,0.18761947,0.09968616,,,rd_agent_quant,1,20
2023-02-13,306,-0.08132877,-0.10717635,,,rd_agent_quant,1,20
2023-02-14,306,0.30018666,0.18521233,,,rd_agent_quant,1,20
2023-02-15,306,-0.25815312,-0.35830379,,,rd_agent_quant,1,20
2023-02-16,306,-0.30861473,-0.20259168,,,rd_agent_quant,1,20
2023-02-17,307,0.23664355,0.17971796,,,rd_agent_quant,1,20
2023-02-20,307,0.08913650,0.03605025,,,rd_agent_quant,1,20
2023-02-21,307,-0.02205897,-0.09077668,,,rd_agent_quant,1,20
2023-02-22,307,-0.35164999,-0.24752119,,,rd_agent_quant,1,20
2023-02-23,307,0.29024312,0.05074874,,,rd_agent_quant,1,20
2023-02-24,307,-0.17167163,-0.11541886,,,rd_agent_quant,1,20
2023-02-27,307,0.13250086,0.03841392,,,rd_agent_quant,1,20
2023-02-28,307,0.44499807,0.29427864,,,rd_agent_quant,1,20
2023-03-01,307,0.24739016,0.27723433,,,rd_agent_quant,1,20
2023-03-02,307,-0.17594280,-0.14543046,,,rd_agent_quant,1,20
2023-03-03,307,-0.17278876,-0.17023562,,,rd_agent_quant,1,20
2023-03-06,307,0.01965911,0.09389273,,,rd_agent_quant,1,20
2023-03-07,308,0.25875445,0.19734019,,,rd_agent_quant,1,20
2023-03-08,308,0.03866892,-0.01630187,,,rd_agent_quant,1,20
2023-03-09,308,-0.15423668,-0.16193661,,,rd_agent_quant,1,20
2023-03-10,308,0.41948848,0.38337843,,,rd_agent_quant,1,20
2023-03-13,308,-0.12162598,-0.15351822,,,rd_agent_quant,1,20
2023-03-14,309,0.09480616,0.07998956,,,rd_agent_quant,1,20
2023-03-15,309,0.17474837,0.11962455,,,rd_agent_quant,1,20
2023-03-16,309,0.32059822,0.29246792,,,rd_agent_quant,1,20
2023-03-17,309,-0.15750755,-0.08823011,,,rd_agent_quant,1,20
2023-03-20,309,-0.35662765,-0.41247521,,,rd_agent_quant,1,20
2023-03-21,309,0.25169692,0.09239135,,,rd_agent_quant,1,20
2023-03-22,309,0.39783065,0.34077539,,,rd_agent_quant,1,20
2023-03-23,309,-0.02823864,-0.21863028,,,rd_agent_quant,1,20
2023-03-24,309,-0.04705567,-0.19731972,,,rd_agent_quant,1,20
2023-03-27,309,-0.27610712,-0.09912068,,,rd_agent_quant,1,20
2023-03-28,309,0.09677201,-0.01260144,,,rd_agent_quant,1,20
2023-03-29,309,-0.22774883,-0.22154060,,,rd_agent_quant,1,20
2023-03-30,310,0.44423997,0.28677705,,,rd_agent_quant,1,20
2023-03-31,311,0.46698390,0.24995681,,,rd_agent_quant,1,20
2023-04-03,311,0.30579659,0.42416684,,,rd_agent_quant,1,20
