candidate,candidate_label,market,topk,variant,linear_cost_bps,aum_multiplier,impact_bps,days,candidate_ann_return,menu_ann_return,ann_diff,candidate_sharpe,menu_sharpe,sharpe_diff,candidate_mdd,menu_mdd,mdd_diff,ann_win,sharpe_win,mdd_win
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,0.50,0.00,842,0.29847562,0.33281052,-0.03433490,2.06403588,2.29594005,-0.23190416,-0.19962920,-0.21172713,0.01209792,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,0.50,5.00,842,0.29124233,0.32514097,-0.03389864,2.02131449,2.25121916,-0.22990468,-0.20250675,-0.21410157,0.01159483,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,0.50,10.00,842,0.28404893,0.31751512,-0.03346620,1.97856726,2.20646599,-0.22789873,-0.20666313,-0.21646901,0.00980588,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,0.50,20.00,842,0.26978088,0.30239354,-0.03261266,1.89300126,2.11686910,-0.22386784,-0.21491173,-0.22407978,0.00916805,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,1.00,0.00,842,0.29847562,0.33281052,-0.03433490,2.06403588,2.29594005,-0.23190416,-0.19962920,-0.21172713,0.01209792,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,1.00,5.00,842,0.28825790,0.32197695,-0.03371905,2.00361105,2.23268562,-0.22907456,-0.20423098,-0.21508305,0.01085206,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,1.00,10.00,842,0.27811976,0.31123058,-0.03311082,1.94313580,2.16936792,-0.22623213,-0.21009016,-0.21891687,0.00882672,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,1.00,20.00,842,0.25807977,0.28999666,-0.03191689,1.82205083,2.04256062,-0.22050979,-0.22168082,-0.23132360,0.00964278,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,2.00,0.00,842,0.29847562,0.33281052,-0.03433490,2.06403588,2.29594005,-0.23190416,-0.19962920,-0.21172713,0.01209792,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,2.00,5.00,842,0.28404893,0.31751512,-0.03346620,1.97856726,2.20646599,-0.22789873,-0.20666313,-0.21646901,0.00980588,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,2.00,10.00,842,0.26978088,0.30239354,-0.03261266,1.89300126,2.11686910,-0.22386784,-0.21491173,-0.22407978,0.00916805,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,2.00,20.00,842,0.24171387,0.27266405,-0.03095018,1.72162483,1.93735753,-0.21573269,-0.23115534,-0.24145376,0.01029843,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,5.00,0.00,842,0.29847562,0.33281052,-0.03433490,2.06403588,2.29594005,-0.23190416,-0.19962920,-0.21172713,0.01209792,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,5.00,5.00,842,0.27573801,0.30870635,-0.03296834,1.92885262,2.15441190,-0.22555927,-0.21146708,-0.22039154,0.00892446,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,5.00,10.00,842,0.25339453,0.28503390,-0.03163937,1.79344324,2.01259506,-0.21915182,-0.22439237,-0.23422385,0.00983148,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,5.00,20.00,842,0.20986299,0.23895363,-0.02909064,1.52213509,1.72829654,-0.20616145,-0.24961766,-0.26116368,0.01154602,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,10.00,0.00,842,0.29847562,0.33281052,-0.03433490,2.06403588,2.29594005,-0.23190416,-0.19962920,-0.21172713,0.01209792,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,10.00,5.00,842,0.26643561,0.29884897,-0.03241335,1.87278896,2.09570160,-0.22291264,-0.21684655,-0.22615083,0.00930428,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,10.00,10.00,842,0.23517824,0.26574449,-0.03056624,1.68112887,1.89492737,-0.21379850,-0.23494118,-0.24549868,0.01055751,False,False,True
case_lingxi_context_router,Conservative context router,hk_large_cap,5,industry_size_neutral,10.00,10.00,20.00,842,0.17493615,0.20202158,-0.02708543,1.29710487,1.49234251,-0.19523764,-0.26989919,-0.28276912,0.01286993,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,0.50,0.00,1261,0.73535358,0.72618994,0.00916364,2.10070525,2.08633238,0.01437287,-0.59381217,-0.60148317,0.00767100,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,0.50,5.00,1261,0.73120705,0.72204758,0.00915947,2.09219785,2.07775835,0.01443950,-0.59494173,-0.60254412,0.00760239,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,0.50,10.00,1261,0.72707033,0.71791506,0.00915527,2.08368932,2.06918324,0.01450608,-0.59606819,-0.60360229,0.00753409,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,0.50,20.00,1261,0.71882622,0.70967945,0.00914677,2.06666889,2.05202979,0.01463910,-0.59831181,-0.60571026,0.00739845,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,1.00,0.00,1261,0.73535358,0.72618994,0.00916364,2.10070525,2.08633238,0.01437287,-0.59381217,-0.60148317,0.00767100,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,1.00,5.00,1261,0.72949238,0.72033464,0.00915773,2.08867364,2.07420656,0.01446709,-0.59540871,-0.60298277,0.00757406,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,1.00,10.00,1261,0.72365077,0.71449901,0.00915176,2.07663977,2.06207856,0.01456120,-0.59699903,-0.60447679,0.00747775,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,1.00,20.00,1261,0.71202608,0.70288644,0.00913963,2.05256536,2.03781623,0.01474913,-0.60016114,-0.60744816,0.00728702,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,2.00,0.00,1261,0.73535358,0.72618994,0.00916364,2.10070525,2.08633238,0.01437287,-0.59381217,-0.60148317,0.00767100,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,2.00,5.00,1261,0.72707033,0.71791506,0.00915527,2.08368932,2.06918324,0.01450608,-0.59606819,-0.60360229,0.00753409,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,2.00,10.00,1261,0.71882622,0.70967945,0.00914677,2.06666889,2.05202979,0.01463910,-0.59831181,-0.60571026,0.00739845,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,2.00,20.00,1261,0.70245466,0.69332526,0.00912941,2.03261490,2.01771040,0.01490450,-0.60276212,-0.60989300,0.00713089,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,5.00,0.00,1261,0.73535358,0.72618994,0.00916364,2.10070525,2.08633238,0.01437287,-0.59381217,-0.60148317,0.00767100,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,5.00,5.00,1261,0.72227460,0.71312426,0.00915034,2.07379863,2.05921522,0.01458341,-0.59737355,-0.60482866,0.00745511,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,5.00,10.00,1261,0.70929320,0.70015647,0.00913674,2.04688089,2.03208746,0.01479344,-0.60090403,-0.60814638,0.00724235,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,5.00,20.00,1261,0.68362023,0.67451160,0.00910864,1.99301354,1.97780166,0.01521187,-0.60787330,-0.61469940,0.00682609,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,10.00,0.00,1261,0.73535358,0.72618994,0.00916364,2.10070525,2.08633238,0.01437287,-0.59381217,-0.60148317,0.00767100,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,10.00,5.00,1261,0.71688573,0.70774099,0.00914474,2.06265027,2.04797980,0.01467047,-0.59883966,-0.60620627,0.00736661,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,10.00,10.00,1261,0.69861244,0.68948720,0.00912524,2.02457335,2.00960633,0.01496703,-0.60380555,-0.61087400,0.00706845,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,raw,10.00,10.00,20.00,1261,0.66264139,0.65355690,0.00908449,1.94835789,1.93280110,0.01555680,-0.61355550,-0.62004592,0.00649042,True,True,True
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,0.50,0.00,1261,0.36466069,0.47701994,-0.11235925,1.30589420,1.56554083,-0.25964663,-0.60260598,-0.59871121,-0.00389477,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,0.50,5.00,1261,0.35865892,0.47106319,-0.11240426,1.28923695,1.55068058,-0.26144364,-0.60663922,-0.60253832,-0.00410090,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,0.50,10.00,1261,0.35268333,0.46513026,-0.11244693,1.27257744,1.53581922,-0.26324177,-0.61063168,-0.60632908,-0.00430260,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,0.50,20.00,1261,0.34081021,0.45333548,-0.11252527,1.23925194,1.50609331,-0.26684137,-0.61849589,-0.61380290,-0.00469299,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,1.00,0.00,1261,0.36466069,0.47701994,-0.11235925,1.30589420,1.56554083,-0.25964663,-0.60260598,-0.59871121,-0.00389477,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,1.00,5.00,1261,0.35618058,0.46860280,-0.11242222,1.28233663,1.54452494,-0.26218831,-0.60829788,-0.60411290,-0.00418498,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,1.00,10.00,1261,0.34775273,0.46023323,-0.11248050,1.25877460,1.52350684,-0.26473224,-0.61390855,-0.60944216,-0.00446639,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,1.00,20.00,1261,0.33105249,0.44363571,-0.11258321,1.21163791,1.48146457,-0.26982665,-0.62489083,-0.61988725,-0.00500358,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,2.00,0.00,1261,0.36466069,0.47701994,-0.11235925,1.30589420,1.56554083,-0.25964663,-0.60260598,-0.59871121,-0.00389477,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,2.00,5.00,1261,0.35268333,0.46513026,-0.11244693,1.27257744,1.53581922,-0.26324177,-0.61063168,-0.60632908,-0.00430260,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,2.00,10.00,1261,0.34081021,0.45333548,-0.11252527,1.23925194,1.50609331,-0.26684137,-0.61849589,-0.61380290,-0.00469299,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,2.00,20.00,1261,0.31737308,0.43002763,-0.11265455,1.17257669,1.44663005,-0.27405336,-0.63375275,-0.62832916,-0.00542358,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,5.00,0.00,1261,0.36466069,0.47701994,-0.11235925,1.30589420,1.56554083,-0.25964663,-0.60260598,-0.59871121,-0.00389477,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,5.00,5.00,1261,0.34577077,0.45826435,-0.11249358,1.25321173,1.51854484,-0.26533311,-0.61522133,-0.61068977,-0.00453156,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,5.00,10.00,1261,0.32714013,0.43974493,-0.11260480,1.20050811,1.47153863,-0.27103052,-0.62743766,-0.62231212,-0.00512554,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,5.00,20.00,1261,0.29064264,0.40340280,-0.11276017,1.09504545,1.37750125,-0.28245580,-0.65072318,-0.64453012,-0.00619307,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,10.00,0.00,1261,0.36466069,0.47701994,-0.11235925,1.30589420,1.56554083,-0.25964663,-0.60260598,-0.59871121,-0.00389477,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,10.00,5.00,1261,0.33802246,0.45056488,-0.11254242,1.23138363,1.49907539,-0.26769176,-0.62032918,-0.61554651,-0.00478267,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,10.00,10.00,1261,0.31189986,0.42457969,-0.11267983,1.15683242,1.43259069,-0.27575827,-0.63726479,-0.63167817,-0.00558663,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,10,industry_size_neutral,10.00,10.00,20.00,1261,0.26116217,0.37398597,-0.11282380,1.00763077,1.29957959,-0.29194882,-0.66891123,-0.66194653,-0.00696470,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,0.50,0.00,1261,1.18569231,1.28980523,-0.10411292,2.30987553,2.39668885,-0.08681331,-0.57770493,-0.58907906,0.01137414,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,0.50,5.00,1261,1.17323498,1.27615184,-0.10291686,2.29422626,2.38061284,-0.08638658,-0.58049437,-0.59203746,0.01154310,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,0.50,10.00,1261,1.16084788,1.26257901,-0.10173113,2.27857327,2.36453318,-0.08595991,-0.58326556,-0.59497474,0.01170918,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,0.50,20.00,1261,1.13628281,1.23567313,-0.09939032,2.24725644,2.33236323,-0.08510680,-0.58875368,-0.60078653,0.01203285,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,1.00,0.00,1261,1.18569231,1.28980523,-0.10411292,2.30987553,2.39668885,-0.08681331,-0.57770493,-0.58907906,0.01137414,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,1.00,5.00,1261,1.16809557,1.27052004,-0.10242447,2.28774303,2.37395286,-0.08620984,-0.58164444,-0.59325668,0.01161224,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,1.00,10.00,1261,1.15063898,1.25139558,-0.10075660,2.26560314,2.35120965,-0.08560650,-0.58554756,-0.59739217,0.01184461,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,1.00,20.00,1261,1.11614180,1.21362351,-0.09748171,2.22130214,2.30570243,-0.08440029,-0.59324593,-0.60553847,0.01229254,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,2.00,0.00,1261,1.18569231,1.28980523,-0.10411292,2.30987553,2.39668885,-0.08681331,-0.57770493,-0.58907906,0.01137414,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,2.00,5.00,1261,1.16084788,1.26257901,-0.10173113,2.27857327,2.36453318,-0.08595991,-0.58326556,-0.59497474,0.01170918,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,2.00,10.00,1261,1.13628281,1.23567313,-0.09939032,2.24725644,2.33236323,-0.08510680,-0.58875368,-0.60078653,0.01203285,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,2.00,20.00,1261,1.08797838,1.18280751,-0.09482914,2.18458160,2.26798314,-0.08340154,-0.59951609,-0.61216313,0.01264704,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,5.00,0.00,1261,1.18569231,1.28980523,-0.10411292,2.30987553,2.39668885,-0.08681331,-0.57770493,-0.58907906,0.01137414,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,5.00,5.00,1261,1.14653836,1.24690421,-0.10036585,2.26037558,2.34583967,-0.08546409,-0.58646369,-0.59836233,0.01189864,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,5.00,10.00,1261,1.10807831,1.20479862,-0.09672031,2.21084011,2.29495575,-0.08411564,-0.59504251,-0.60743758,0.01239507,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,5.00,20.00,1261,1.03319146,1.12291564,-0.08972417,2.11167277,2.19309416,-0.08142139,-0.61167492,-0.62498242,0.01330750,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,10.00,0.00,1261,1.18569231,1.28980523,-0.10411292,2.30987553,2.39668885,-0.08681331,-0.57770493,-0.58907906,0.01137414,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,10.00,5.00,1261,1.13052420,1.22936784,-0.09884364,2.23986148,2.32476693,-0.08490545,-0.59003877,-0.60214639,0.01210762,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,10.00,10.00,1261,1.07673380,1.17050921,-0.09377541,2.16977851,2.25277769,-0.08299919,-0.60201578,-0.61480153,0.01278575,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,raw,10.00,10.00,20.00,1261,0.97315080,1.05736601,-0.08421522,2.02943438,2.10862688,-0.07919250,-0.62493992,-0.63892640,0.01398648,False,False,True
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,0.50,0.00,1261,0.71955866,0.79083498,-0.07127632,1.73073940,1.79703879,-0.06629939,-0.64306074,-0.62035164,-0.02270910,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,0.50,5.00,1261,0.70928877,0.78149529,-0.07220653,1.71342248,1.78238903,-0.06896655,-0.64621384,-0.62325908,-0.02295476,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,0.50,10.00,1261,0.69907953,0.77220374,-0.07312422,1.69610150,1.76773690,-0.07163540,-0.64933934,-0.62614446,-0.02319488,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,0.50,20.00,1261,0.67884161,0.75376409,-0.07492248,1.66144776,1.73842580,-0.07697803,-0.65552824,-0.63184969,-0.02367856,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,1.00,0.00,1261,0.71955866,0.79083498,-0.07127632,1.73073940,1.79703879,-0.06629939,-0.64306074,-0.62035164,-0.02270910,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,1.00,5.00,1261,0.70505262,0.77764078,-0.07258816,1.70624838,1.77632021,-0.07007182,-0.64751180,-0.62445691,-0.02305489,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,1.00,10.00,1261,0.69066761,0.76454266,-0.07387505,1.68174932,1.75559693,-0.07384761,-0.65190787,-0.62851819,-0.02338967,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,1.00,20.00,1261,0.66225666,0.73863189,-0.07637524,1.63272831,1.71413712,-0.08140881,-0.66060479,-0.63651065,-0.02409414,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,2.00,0.00,1261,0.71955866,0.79083498,-0.07127632,1.73073940,1.79703879,-0.06629939,-0.64306074,-0.62035164,-0.02270910,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,2.00,5.00,1261,0.69907953,0.77220374,-0.07312422,1.69610150,1.76773690,-0.07163540,-0.64933934,-0.62614446,-0.02319488,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,2.00,10.00,1261,0.67884161,0.75376409,-0.07492248,1.66144776,1.73842580,-0.07697803,-0.65552824,-0.63184969,-0.02367856,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,2.00,20.00,1261,0.63907824,0.71745178,-0.07837354,1.59209635,1.67977828,-0.08768193,-0.66765782,-0.64300260,-0.02465523,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,5.00,0.00,1261,0.71955866,0.79083498,-0.07127632,1.73073940,1.79703879,-0.06629939,-0.64306074,-0.62035164,-0.02270910,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,5.00,5.00,1261,0.68728931,0.76146455,-0.07417524,1.67596474,1.75070416,-0.07473943,-0.65293769,-0.62947056,-0.02346712,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,5.00,10.00,1261,0.65561893,0.73257026,-0.07695133,1.62115178,1.70434735,-0.08319557,-0.66262959,-0.63837242,-0.02425717,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,5.00,20.00,1261,0.59403129,0.67617971,-0.08214842,1.51142510,1.61157639,-0.10015129,-0.68122491,-0.65554527,-0.02567964,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,10.00,0.00,1261,0.71955866,0.79083498,-0.07127632,1.73073940,1.79703879,-0.06629939,-0.64306074,-0.62035164,-0.02270910,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,10.00,5.00,1261,0.67409898,0.74943882,-0.07533984,1.65326491,1.73150510,-0.07824019,-0.65698247,-0.63318387,-0.02379860,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,10.00,10.00,1261,0.62982810,0.70898861,-0.07916051,1.57571676,1.66592895,-0.09021219,-0.67045893,-0.64558621,-0.02487272,False,False,False
case_lingxi_context_router,Conservative context router,crypto_major,5,industry_size_neutral,10.00,10.00,20.00,1261,0.54473057,0.63084103,-0.08611046,1.42043938,1.53467538,-0.11423600,-0.70640679,-0.67236360,-0.03404318,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,0.50,0.00,347,1.76267544,2.83339144,-1.07071600,7.06981446,7.64003101,-0.57021655,-0.10470952,-0.09442432,-0.01028520,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,0.50,5.00,347,1.74865035,2.82424963,-1.07559928,7.03287562,7.62607443,-0.59319882,-0.10589152,-0.09449548,-0.01139605,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,0.50,10.00,347,1.73469584,2.81512941,-1.08043357,6.99591495,7.61211201,-0.61619706,-0.10707202,-0.09456663,-0.01250539,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,0.50,20.00,347,1.70699713,2.79695354,-1.08995641,6.92193096,7.58416980,-0.66223884,-0.10942848,-0.09470892,-0.01471956,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,1.00,0.00,347,1.76267544,2.83339144,-1.07071600,7.06981446,7.64003101,-0.57021655,-0.10470952,-0.09442432,-0.01028520,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,1.00,5.00,347,1.74286166,2.82046929,-1.07760763,7.01756861,7.62029171,-0.60272310,-0.10638068,-0.09452495,-0.01185573,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,1.00,10.00,347,1.72318874,2.80759028,-1.08440154,6.96527970,7.60054076,-0.63526106,-0.10804883,-0.09462557,-0.01342326,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,1.00,20.00,347,1.68426151,2.78196113,-1.09769962,6.86058068,7.56100440,-0.70042371,-0.11137609,-0.09482678,-0.01654931,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,2.00,0.00,347,1.76267544,2.83339144,-1.07071600,7.06981446,7.64003101,-0.57021655,-0.10470952,-0.09442432,-0.01028520,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,2.00,5.00,347,1.73469584,2.81512941,-1.08043357,6.99591495,7.61211201,-0.61619706,-0.10707202,-0.09456663,-0.01250539,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,2.00,10.00,347,1.70699713,2.79695354,-1.08995641,6.92193096,7.58416980,-0.66223884,-0.10942848,-0.09470892,-0.01471956,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,2.00,20.00,347,1.65243123,2.76085869,-1.10842746,6.77373218,7.52821721,-0.75448503,-0.11412339,-0.09499344,-0.01912995,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,5.00,0.00,347,1.76267544,2.83339144,-1.07071600,7.06981446,7.64003101,-0.57021655,-0.10470952,-0.09442432,-0.01028520,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,5.00,5.00,347,1.71856504,2.80455624,-1.08599121,6.95292990,7.59587651,-0.64294661,-0.10844218,-0.09464932,-0.01379286,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,5.00,10.00,347,1.67515280,2.77593587,-1.10078307,6.83584237,7.55166451,-0.71582214,-0.11215980,-0.09487427,-0.01728552,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,5.00,20.00,347,1.59037919,2.71933330,-1.12895411,6.60114765,7.46307380,-0.86192615,-0.11955012,-0.09532404,-0.02422609,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,10.00,0.00,347,1.76267544,2.83339144,-1.07071600,7.06981446,7.64003101,-0.57021655,-0.10470952,-0.09442432,-0.01028520,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,10.00,5.00,347,1.70049903,2.79267533,-1.09217630,6.90445400,7.57757019,-0.67311619,-0.10998389,-0.09474250,-0.01524139,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,10.00,10.00,347,1.63970987,2.75238756,-1.11267769,6.73870610,7.51499558,-0.77628948,-0.11522822,-0.09506059,-0.02016762,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,raw,10.00,10.00,20.00,347,1.52217122,2.67307925,-1.15090803,6.40630004,7.38952127,-0.98322123,-0.12562740,-0.09569649,-0.02993092,False,False,False
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,industry_size_neutral,10.00,0.50,0.00,347,1.63484948,2.08562132,-0.45077184,7.03372564,7.28198842,-0.24826277,-0.07390821,-0.08796015,0.01405194,False,False,True
case_lingxi_tabular_rl_router,Frozen tabular RL router,cn_a_share,10,industry_size_neutral,10.00,0.50,5.00,347,1.62340939,2.07792396,-0.45451457,7.00131611,7.26591797,-0.26460186,-0.07413182,-0.08809676,0.01396494,False,False,True
