date,symbol,score,label
2026-04-08,sh600000,0.5777746436,0.0019821606
2026-04-08,sh600009,-0.2668923696,-0.0245639017
2026-04-08,sh600010,0.4297725165,-0.0035335689
2026-04-08,sh600011,-0.2999560265,0.0204081633
2026-04-08,sh600015,1.0617770299,-0.0202156334
2026-04-08,sh600016,0.1221130327,-0.0053333333
2026-04-08,sh600018,0.2308526383,-0.0138339921
2026-04-08,sh600019,-0.5081349063,-0.0200308166
2026-04-08,sh600023,0.3795601059,0.0109489051
2026-04-08,sh600025,0.1519732064,-0.0186142709
2026-04-08,sh600026,1.3523460035,-0.1400076717
2026-04-08,sh600027,-0.6862438290,0.0043103448
2026-04-08,sh600028,-0.5529204750,-0.0339559331
2026-04-08,sh600029,1.2542564134,-0.0479338843
2026-04-08,sh600030,-0.2821086496,0.0530364489
2026-04-08,sh600031,-0.3812637629,-0.0095877277
2026-04-08,sh600036,0.2673639967,0.0070671378
2026-04-08,sh600039,-0.0890421445,-0.0185950413
2026-04-08,sh600048,-0.8125477642,0.0421052632
2026-04-08,sh600050,-0.3783487496,0.0000000000
2026-04-08,sh600061,-0.1436824810,0.0043227666
2026-04-08,sh600066,1.9037640748,-0.0070825382
2026-04-08,sh600085,-0.3273401427,-0.0010683761
2026-04-08,sh600089,0.0994842131,0.0482912333
2026-04-08,sh600104,0.3935245314,-0.0133520731
2026-04-08,sh600111,0.2969297283,-0.0444874094
2026-04-08,sh600150,-0.5837314569,0.0089450956
2026-04-08,sh600160,-1.0124092858,-0.0168571361
2026-04-08,sh600161,-0.2233644544,-0.0039893617
2026-04-08,sh600176,0.8731234849,0.1371114875
2026-04-08,sh600183,-0.6200964123,0.1342828101
2026-04-08,sh600188,0.7928028064,0.0078781513
2026-04-08,sh600196,0.6188400431,0.0000000000
2026-04-08,sh600219,-1.1038503951,-0.0189874200
2026-04-08,sh600233,0.9153884093,0.0798593840
2026-04-08,sh600276,0.1683684700,0.0048737920
2026-04-08,sh600309,0.5240925405,0.0305414210
2026-04-08,sh600332,-0.4501809808,-0.0047598342
2026-04-08,sh600346,-0.0752139834,0.0189328939
2026-04-08,sh600362,-1.2844928166,0.0269500438
2026-04-08,sh600372,-0.9958232005,0.0045454490
2026-04-08,sh600377,0.0985140815,0.0051635112
2026-04-08,sh600406,-0.0679239084,0.0105342363
2026-04-08,sh600415,-0.4750413451,-0.1047618814
2026-04-08,sh600426,0.1413993026,-0.0742187500
2026-04-08,sh600436,-0.1989430997,-0.0250638047
2026-04-08,sh600460,-0.7072979564,0.0037764350
2026-04-08,sh600482,0.6817339513,0.0548571429
2026-04-08,sh600489,-0.7696283280,-0.0584507042
2026-04-08,sh600515,-0.7424185178,-0.0268817204
2026-04-08,sh600519,-0.9540011850,0.0016928097
2026-04-08,sh600522,1.5959160071,-0.0944625407
2026-04-08,sh600547,-0.8904620538,-0.0873146623
2026-04-08,sh600570,-0.4201118454,-0.0018889405
2026-04-08,sh600584,-0.6894481126,0.0383515960
2026-04-08,sh600585,-0.4052596381,-0.0313573883
2026-04-08,sh600600,0.3778914960,-0.0228526399
2026-04-08,sh600660,-0.1327269758,0.0168819948
2026-04-08,sh600674,0.1993363750,-0.0154673840
2026-04-08,sh600690,-1.1125454951,-0.0056683987
2026-04-08,sh600741,0.9564252086,0.0189054726
2026-04-08,sh600760,-0.5528848327,0.0342997151
2026-04-08,sh600795,0.0958915909,0.0082644628
2026-04-08,sh600803,0.5154384132,-0.0179669031
2026-04-08,sh600809,-0.7767875902,-0.0339724885
2026-04-08,sh600845,0.1248912793,-0.0226381953
2026-04-08,sh600875,0.3721505653,-0.0020887728
2026-04-08,sh600886,0.4791464138,-0.0118168390
2026-04-08,sh600887,0.4163943995,-0.0283661239
2026-04-08,sh600893,-0.5212604775,0.0150823576
2026-04-08,sh600900,0.5070088186,-0.0011286682
2026-04-08,sh600905,-0.2206834197,-0.0048426150
2026-04-08,sh600918,0.0479316254,-0.0065359477
2026-04-08,sh600919,0.6871566473,0.0064338235
2026-04-08,sh600926,0.6390486981,0.0164705485
2026-04-08,sh600930,-0.6002492322,-0.0195121951
2026-04-08,sh600938,1.8928682302,-0.0128445277
2026-04-08,sh600941,-0.2967301091,-0.0029790388
2026-04-08,sh600958,-0.4165751159,0.0032432432
2026-04-08,sh600989,1.7914560036,-0.0052484205
2026-04-08,sh600999,0.0447215886,-0.0025173065
2026-04-08,sh601006,0.3800427584,0.0019157088
2026-04-08,sh601009,0.3911330685,0.0026881804
2026-04-08,sh601018,-0.1355903706,-0.0200500860
2026-04-08,sh601021,-0.3444477244,-0.0184994861
2026-04-08,sh601058,-0.6558975475,-0.0050469200
2026-04-08,sh601059,-0.2248676937,0.0119760479
2026-04-08,sh601066,-0.3877681027,0.0092421442
2026-04-08,sh601077,0.9799748868,0.0041724428
