date,symbol,score,label
2023-02-07,sh600000,-1988433.1250000000,0.0000000000
2023-02-07,sh600010,436952.3750000000,0.0000000000
2023-02-07,sh600015,-398193.0312500000,0.0000000000
2023-02-07,sh600016,-765203.8125000000,0.0029067779
2023-02-07,sh600018,-1079492.3750000000,0.0056817988
2023-02-07,sh600019,-1213961.6250000000,0.0213114489
2023-02-07,sh600025,-1065070.5000000000,0.0284005329
2023-02-07,sh600028,-2678116.5000000000,0.0022223520
2023-02-07,sh600030,-1359650.0000000000,0.0009568945
2023-02-07,sh600031,-1352956.0000000000,0.1101694331
2023-02-07,sh600036,-6362990.0000000000,-0.0106742969
2023-02-07,sh600039,-233318.4375000000,0.0191540532
2023-02-07,sh600048,-1598345.1250000000,0.0209423807
2023-02-07,sh600050,-797991.4375000000,-0.0119522614
2023-02-07,sh600061,-349652.0312500000,0.0191176832
2023-02-07,sh600066,-114247.0312500000,-0.0163742658
2023-02-07,sh600085,-663369.8125000000,0.0179903414
2023-02-07,sh600089,-655749.3750000000,0.0075400746
2023-02-07,sh600104,-1588485.2500000000,0.0013422843
2023-02-07,sh600111,-822872.1875000000,0.0034340471
2023-02-07,sh600132,-581282.5625000000,0.1530225128
2023-02-07,sh600150,28877.9804687500,0.0271301381
2023-02-07,sh600160,-351025.7187500000,0.1015576273
2023-02-07,sh600161,-360900.4687500000,0.0228672083
2023-02-07,sh600176,-519550.2187500000,0.0653506368
2023-02-07,sh600183,-322082.6562500000,0.0721649528
2023-02-07,sh600188,-186625.1406250000,-0.0622466616
2023-02-07,sh600196,-321778.6250000000,0.0112559302
2023-02-07,sh600219,-271121.7500000000,-0.0027395647
2023-02-07,sh600233,-690286.1875000000,-0.0054726256
2023-02-07,sh600276,-2494734.0000000000,0.0741092712
2023-02-07,sh600309,-2801226.5000000000,0.0199918356
2023-02-07,sh600332,-315472.7812500000,0.0222672131
2023-02-07,sh600346,-1128767.7500000000,0.0572430417
2023-02-07,sh600362,-64922.0664062500,0.0172054339
2023-02-07,sh600372,-285208.0625000000,-0.0542035773
2023-02-07,sh600377,-178686.1875000000,-0.0145454258
2023-02-07,sh600406,-1645313.3750000000,0.0164436121
2023-02-07,sh600415,-173388.8281250000,0.0039841686
2023-02-07,sh600426,-650108.0000000000,0.0599943027
2023-02-07,sh600436,-1887474.5000000000,0.0525429435
2023-02-07,sh600438,-1691465.6250000000,-0.0090864254
2023-02-07,sh600460,-446832.5625000000,0.0253378488
2023-02-07,sh600482,-260904.9843750000,0.0143124061
2023-02-07,sh600489,-214428.2500000000,-0.0058005140
2023-02-07,sh600515,-215692.4062500000,0.0224215239
2023-02-07,sh600519,-23444200.0000000000,0.0260378420
2023-02-07,sh600570,-808427.3750000000,-0.0064294995
2023-02-07,sh600584,-436861.1250000000,0.0544391535
2023-02-07,sh600585,-653534.2500000000,0.0377554446
2023-02-07,sh600588,-617183.6250000000,-0.0266295709
2023-02-07,sh600600,67064.2265625000,0.0316016115
2023-02-07,sh600606,-264225.5000000000,0.0358306877
2023-02-07,sh600660,-435310.5312500000,-0.0206771772
2023-02-07,sh600674,-495137.5625000000,0.0127085382
2023-02-07,sh600690,-676206.2500000000,0.0339899547
2023-02-07,sh600741,-491602.1250000000,0.0048754076
2023-02-07,sh600745,-665139.8750000000,0.0155475801
2023-02-07,sh600754,-380905.0000000000,0.1446428597
2023-02-07,sh600760,-1068487.8750000000,-0.0229033269
2023-02-07,sh600803,81508.3281250000,-0.0058324533
2023-02-07,sh600809,-3584147.7500000000,0.0525760874
2023-02-07,sh600837,-302617.3437500000,0.0054407222
2023-02-07,sh600845,-366147.2500000000,-0.0151484441
2023-02-07,sh600875,-100832.6171875000,0.0335802287
2023-02-07,sh600886,-590555.9375000000,0.0085550901
2023-02-07,sh600887,-1872125.8750000000,0.0196647272
2023-02-07,sh600893,-914766.7500000000,-0.0105633829
2023-02-07,sh600900,-4249374.0000000000,-0.0065727783
2023-02-07,sh600905,937512.0625000000,-0.0052631740
2023-02-07,sh600918,203670.8593750000,0.0042919051
2023-02-07,sh600919,-819779.8750000000,-0.0081411265
2023-02-07,sh600926,-456748.8125000000,-0.0353495814
2023-02-07,sh600938,7601468.0000000000,0.0056250398
2023-02-07,sh600941,16280695.0000000000,-0.0200520717
2023-02-07,sh600958,-352323.8750000000,-0.0076997327
2023-02-07,sh600989,-675558.1875000000,0.1111929268
2023-02-07,sh600999,-799411.6250000000,-0.0007112482
2023-02-07,sh601006,-896116.6250000000,0.0059971204
2023-02-07,sh601009,-633702.0000000000,-0.0117646335
2023-02-07,sh601012,-3104290.2500000000,-0.0130321430
2023-02-07,sh601021,-470870.1250000000,0.0876725912
2023-02-07,sh601066,151006.8437500000,0.0000000000
2023-02-07,sh601088,-3414489.0000000000,-0.0223801266
2023-02-07,sh601100,-822249.3750000000,0.0874418691
2023-02-07,sh601117,-339827.5625000000,0.0182232913
2023-02-07,sh601136,563565.2500000000,-0.0616365559
2023-02-07,sh601138,-1756224.0000000000,0.0463861227
2023-02-07,sh601155,-388201.8437500000,-0.0119462423
2023-02-07,sh601166,-3380463.2500000000,-0.0069888891
2023-02-07,sh601169,-755213.8750000000,0.0047059064
2023-02-07,sh601186,-508131.5625000000,-0.0024875242
2023-02-07,sh601211,-740967.4375000000,0.0070471596
2023-02-07,sh601225,-1768848.6250000000,-0.0172774401
2023-02-07,sh601229,-722260.5000000000,0.0084318575
2023-02-07,sh601236,-193473.7968750000,-0.0159453750
2023-02-07,sh601238,-305765.0625000000,-0.0025618938
2023-02-07,sh601288,-6081462.5000000000,-0.0034247471
2023-02-07,sh601318,-1324424.5000000000,0.0246406551
2023-02-07,sh601319,-1160511.0000000000,0.0218254961
2023-02-07,sh601328,164791.5468750000,0.0041238568
2023-02-07,sh601336,-288849.9375000000,0.0378109515
2023-02-07,sh601360,-342864.2812500000,0.2693267465
2023-02-07,sh601377,-305226.5625000000,-0.0091185570
2023-02-07,sh601390,-508017.8750000000,-0.0182421599
2023-02-07,sh601398,-6497927.5000000000,0.0023311004
