date,symbol,score,label
2025-04-07,sh600000,-31087.1093750000,0.0549222343
2025-04-07,sh600009,-37300.3398437500,0.0649054423
2025-04-07,sh600010,-77414.7031250000,0.0727272704
2025-04-07,sh600011,-8931.9843750000,0.0220911931
2025-04-07,sh600015,89966.3750000000,0.0337381028
2025-04-07,sh600016,-10401.4404296875,0.0394736715
2025-04-07,sh600018,63090.3046875000,0.0128440345
2025-04-07,sh600019,-203369.5000000000,0.0179372914
2025-04-07,sh600023,4980.2158203125,0.0180180408
2025-04-07,sh600025,92612.6562500000,0.0242557060
2025-04-07,sh600026,-61779.9492187500,0.0323558636
2025-04-07,sh600027,-20787.1777343750,0.0491493419
2025-04-07,sh600028,-83499.8828125000,0.0427510552
2025-04-07,sh600030,-444594.6250000000,0.0503746867
2025-04-07,sh600031,-518742.7500000000,0.0494444482
2025-04-07,sh600036,-1105903.1250000000,0.0159196630
2025-04-07,sh600039,72993.1875000000,0.0179640297
2025-04-07,sh600048,-66974.5312500000,0.0933165327
2025-04-07,sh600050,-457988.8125000000,0.0423076041
2025-04-07,sh600061,-36876.2734375000,0.0638629645
2025-04-07,sh600066,15861.5732421875,0.0828952417
2025-04-07,sh600085,-13548.8066406250,0.0434032902
2025-04-07,sh600089,-95185.7890625000,0.0341419131
2025-04-07,sh600104,-60853.7968750000,0.1135057285
2025-04-07,sh600111,-151546.7031250000,0.0707070678
2025-04-07,sh600150,-385364.9687500000,0.0666178688
2025-04-07,sh600160,-113722.0312500000,0.0860071182
2025-04-07,sh600161,1328.1071777344,0.0040871920
2025-04-07,sh600176,-29670.9648437500,0.0041771550
2025-04-07,sh600183,-183536.0156250000,-0.0228522755
2025-04-07,sh600188,-139005.6875000000,0.0686517879
2025-04-07,sh600196,-34344.5195312500,0.0323275886
2025-04-07,sh600219,-36865.7421875000,0.0450450927
2025-04-07,sh600233,-106158.7656250000,0.0632090420
2025-04-07,sh600276,376512.0312500000,0.0034907649
2025-04-07,sh600309,-301688.4062500000,0.0047321282
2025-04-07,sh600332,-32972.4140625000,0.0384310745
2025-04-07,sh600346,-56238.6875000000,0.0155405607
2025-04-07,sh600362,-131084.8437500000,0.0581799634
2025-04-07,sh600372,-84945.8281250000,0.0786627680
2025-04-07,sh600377,43465.0156250000,0.0013037433
2025-04-07,sh600406,-139194.7187500000,0.0709057748
2025-04-07,sh600415,121903.1953125000,0.1194255129
2025-04-07,sh600426,-13052.8203125000,0.0204578638
2025-04-07,sh600436,-37112.9453125000,0.0245601702
2025-04-07,sh600438,-256420.7187500000,0.0381861590
2025-04-07,sh600482,-167071.6093750000,0.0488798358
2025-04-07,sh600489,60948.1093750000,0.1775999814
2025-04-07,sh600515,-35998.9843750000,0.1428571492
2025-04-07,sh600519,-49267.2382812500,0.0346600004
2025-04-07,sh600522,-305637.5000000000,0.0706436634
2025-04-07,sh600547,60300.4218750000,0.2184542269
2025-04-07,sh600570,-158991.5312500000,0.0512096882
2025-04-07,sh600584,-153855.2656250000,0.0782411844
2025-04-07,sh600585,-19813.9453125000,0.0642705858
2025-04-07,sh600600,32813.8554687500,-0.0008952505
2025-04-07,sh600660,-128343.1718750000,0.0081967078
2025-04-07,sh600674,26153.2773437500,0.0078360811
2025-04-07,sh600690,-154193.3437500000,0.0504665114
2025-04-07,sh600741,-2853.7138671875,-0.0041815499
2025-04-07,sh600760,-117537.1484375000,0.0846265703
2025-04-07,sh600795,145795.7500000000,0.0528737158
2025-04-07,sh600803,-49409.8828125000,0.0072313994
2025-04-07,sh600809,-14613.8964843750,-0.0036951513
