date,symbol,score,label,adapter_weight
2025-05-06,sh600000,1.0660569880,0.0814682392,0.000000
2025-05-06,sh600009,0.1295054231,0.0000000000,0.000000
2025-05-06,sh600010,0.4488488873,-0.0163934426,0.000000
2025-05-06,sh600011,1.0387068706,0.0108695070,0.000000
2025-05-06,sh600015,0.5239442622,0.0402778380,0.000000
2025-05-06,sh600016,0.3391204984,0.0403022100,0.000000
2025-05-06,sh600018,-0.1773480398,0.0438756773,0.000000
2025-05-06,sh600019,-0.9338652258,0.0130623479,0.000000
2025-05-06,sh600023,0.1912877881,0.0000000000,0.000000
2025-05-06,sh600025,0.9874983581,0.0231822191,0.000000
2025-05-06,sh600026,-0.5209339540,-0.0139794815,0.000000
2025-05-06,sh600027,1.1978962615,0.0154906381,0.000000
2025-05-06,sh600028,0.1241834183,0.0159573515,0.000000
2025-05-06,sh600030,-0.2959032282,0.0227361603,0.000000
2025-05-06,sh600031,0.5560961472,0.0121951002,0.000000
2025-05-06,sh600036,0.1866056401,0.0771090318,0.000000
2025-05-06,sh600039,1.7080662762,0.0404040677,0.000000
2025-05-06,sh600048,0.6697065079,-0.0059879983,0.000000
2025-05-06,sh600050,-0.1746278969,-0.0072992206,0.000000
2025-05-06,sh600061,-0.0321601928,0.0128940582,0.000000
2025-05-06,sh600066,1.0741062184,-0.0014969982,0.000000
2025-05-06,sh600085,0.1256386890,0.0038272038,0.000000
2025-05-06,sh600089,-0.4707279822,0.0257290207,0.000000
2025-05-06,sh600104,0.9236851422,0.0152625179,0.000000
2025-05-06,sh600111,0.8444138687,-0.0170940346,0.000000
2025-05-06,sh600150,-0.1802201081,0.0675903967,0.000000
2025-05-06,sh600160,1.2903017916,-0.0248084945,0.000000
2025-05-06,sh600161,-0.4635925373,0.0000000000,0.000000
2025-05-06,sh600176,-0.5674707479,0.0149625836,0.000000
2025-05-06,sh600183,-1.0591568535,0.0298741926,0.000000
2025-05-06,sh600188,-0.8150600135,0.0128308319,0.000000
2025-05-06,sh600196,-0.3597006260,0.0105529766,0.000000
2025-05-06,sh600219,-0.1438788217,0.0220722165,0.000000
2025-05-06,sh600233,0.5164157060,-0.0174639239,0.000000
2025-05-06,sh600276,1.2485323014,0.0045097872,0.000000
2025-05-06,sh600309,-2.7704411101,0.0345078167,0.000000
2025-05-06,sh600332,0.0942850336,0.0162878505,0.000000
2025-05-06,sh600346,0.3329883866,0.0025592314,0.000000
2025-05-06,sh600362,-0.2526657159,0.0041303061,0.000000
2025-05-06,sh600372,0.0044381182,0.0794520991,0.000000
2025-05-06,sh600377,0.9203317948,0.0332889516,0.000000
2025-05-06,sh600406,0.9439683327,0.0300179074,0.000000
2025-05-06,sh600415,1.7357409117,0.0624999869,0.000000
2025-05-06,sh600426,-0.4497153122,0.0362745248,0.000000
2025-05-06,sh600436,0.5394085487,0.0058442487,0.000000
2025-05-06,sh600460,0.5761592905,-0.0102726238,0.000000
2025-05-06,sh600482,-0.1925788719,0.0175681966,0.000000
2025-05-06,sh600489,1.0095567204,-0.0270078212,0.000000
2025-05-06,sh600515,-0.0427291140,-0.0166666667,0.000000
2025-05-06,sh600519,0.8591377547,0.0258676300,0.000000
2025-05-06,sh600522,0.0868190671,-0.0007112523,0.000000
2025-05-06,sh600547,2.9759739135,-0.0362342151,0.000000
2025-05-06,sh600570,-0.7661821525,0.0000000000,0.000000
2025-05-06,sh600584,-0.3359933980,-0.0072843682,0.000000
2025-05-06,sh600585,0.4828101075,-0.0049958233,0.000000
2025-05-06,sh600600,0.3876041348,-0.0122879629,0.000000
2025-05-06,sh600660,0.2708842081,0.0034267200,0.000000
2025-05-06,sh600674,1.1854382791,0.0058892844,0.000000
2025-05-06,sh600690,-0.7768599226,0.0346337287,0.000000
2025-05-06,sh600741,-0.1634045915,0.0450450397,0.000000
2025-05-06,sh600760,0.7423154061,0.1062008395,0.000000
2025-05-06,sh600795,0.8536260685,0.0111110519,0.000000
2025-05-06,sh600803,0.3787302428,-0.0086076115,0.000000
2025-05-06,sh600809,-0.2567039364,0.0052363706,0.000000
2025-05-06,sh600845,-1.1374500853,-0.0091642117,0.000000
2025-05-06,sh600875,0.7399071937,0.0074257585,0.000000
2025-05-06,sh600886,0.9502710635,0.0174379179,0.000000
2025-05-06,sh600887,1.2509804690,0.0016835114,0.000000
2025-05-06,sh600893,-0.3482682149,0.0447850793,0.000000
2025-05-06,sh600900,1.5889517082,0.0191912198,0.000000
2025-05-06,sh600905,0.5607191684,0.0000000000,0.000000
2025-05-06,sh600918,-0.3197048734,0.0032467273,0.000000
2025-05-06,sh600919,1.3032091299,0.0799200510,0.000000
2025-05-06,sh600926,0.7188416531,0.0416381586,0.000000
2025-05-06,sh600938,-0.1348139780,0.0104417971,0.000000
2025-05-06,sh600941,0.7286074339,0.0032725999,0.000000
2025-05-06,sh600958,-0.0303970963,0.0139935207,0.000000
2025-05-06,sh600989,0.3460868405,0.0103338368,0.000000
2025-05-06,sh600999,-0.6310418762,0.0156815236,0.000000
2025-05-06,sh601006,0.7802008413,0.0227964418,0.000000
2025-05-06,sh601009,0.5847306295,0.0268971997,0.000000
2025-05-06,sh601018,-0.0873851792,0.0530727784,0.000000
2025-05-06,sh601021,0.9190625582,0.0155910070,0.000000
2025-05-06,sh601058,-1.5810128685,0.0301347423,0.000000
2025-05-06,sh601059,-0.5466928573,0.0086724478,0.000000
2025-05-06,sh601066,0.0262302424,0.0183525517,0.000000
2025-05-06,sh601077,2.4113650121,0.0718563467,0.000000
2025-05-06,sh601088,0.8267534738,0.0182529293,0.000000
2025-05-06,sh601100,-0.6885570877,-0.0356638889,0.000000
2025-05-06,sh601117,0.6091750752,0.0696118564,0.000000
2025-05-06,sh601127,2.1688206739,-0.0124068612,0.000000
2025-05-06,sh601136,-0.8282065845,0.0082858493,0.000000
2025-05-06,sh601138,-0.7658430387,0.0148857257,0.000000
2025-05-06,sh601166,0.2039728936,0.0877954455,0.000000
2025-05-06,sh601169,0.6918407373,0.0571427337,0.000000
2025-05-06,sh601186,0.0558134523,0.0229007131,0.000000
2025-05-06,sh601211,0.4995216313,0.0185292356,0.000000
2025-05-06,sh601225,0.3059000406,0.0156168583,0.000000
2025-05-06,sh601229,1.4640533899,0.0686653650,0.000000
2025-05-06,sh601236,-0.2996091854,0.0214822608,0.000000
2025-05-06,sh601238,-0.2550746386,0.0112500304,0.000000
2025-05-06,sh601288,1.7096852949,0.0464684124,0.000000
2025-05-06,sh601298,-0.9615767226,0.0519030668,0.000000
2025-05-06,sh601318,0.3687387322,0.0326771687,0.000000
2025-05-06,sh601319,1.0114347444,0.0316804939,0.000000
2025-05-06,sh601328,1.0854804588,0.0350875959,0.000000
2025-05-06,sh601336,-0.0755689934,0.0320987653,0.000000
2025-05-06,sh601377,0.1791482725,0.0034306571,0.000000
2025-05-06,sh601390,0.1623775945,0.0233812740,0.000000
2025-05-06,sh601398,1.4668634013,0.0358166580,0.000000
2025-05-06,sh601456,-0.7018239750,-0.0089640985,0.000000
2025-05-06,sh601600,-1.6387932868,0.0154082477,0.000000
2025-05-06,sh601601,0.0364364251,0.0522682622,0.000000
2025-05-06,sh601607,-0.3487821958,0.0251256161,0.000000
2025-05-06,sh601618,-0.2373960078,0.0238906697,0.000000
2025-05-06,sh601628,-0.1963808649,0.0312499775,0.000000
2025-05-06,sh601633,-1.1563695265,0.0204081642,0.000000
2025-05-06,sh601658,0.8318498513,0.0371094249,0.000000
2025-05-06,sh601668,0.9282469260,0.0325495963,0.000000
2025-05-06,sh601669,0.2332208350,0.0274262247,0.000000
2025-05-06,sh601688,-0.2858878811,0.0297029753,0.000000
2025-05-06,sh601689,-0.9893312958,-0.0024339938,0.000000
2025-05-06,sh601698,0.4900605345,0.0117167404,0.000000
2025-05-06,sh601699,-1.0185472115,0.0209662999,0.000000
2025-05-06,sh601728,0.2054439073,-0.0025707782,0.000000
2025-05-06,sh601766,0.2582437636,0.0382978251,0.000000
2025-05-06,sh601788,-0.3860818401,0.0048840078,0.000000
2025-05-06,sh601799,0.0712907908,-0.0101410977,0.000000
2025-05-06,sh601800,0.0690109951,0.0258137402,0.000000
2025-05-06,sh601808,-0.3434598017,0.0022288222,0.000000
2025-05-06,sh601816,1.0145738091,0.0259965601,0.000000
2025-05-06,sh601818,0.4478816437,0.0477454187,0.000000
2025-05-06,sh601825,0.6796108478,0.0297973460,0.000000
2025-05-06,sh601838,0.8153543929,0.0774689353,0.000000
2025-05-06,sh601857,-0.0485044498,0.0301507991,0.000000
2025-05-06,sh601865,-2.5302337480,0.0362225189,0.000000
2025-05-06,sh601868,0.0735059615,0.0090091445,0.000000
2025-05-06,sh601872,-0.5034329974,0.0098683898,0.000000
2025-05-06,sh601877,-0.3380695383,0.0331838679,0.000000
2025-05-06,sh601878,-0.7296979289,0.0046772517,0.000000
2025-05-06,sh601881,-0.0760069843,0.0316256155,0.000000
2025-05-06,sh601888,0.8886889116,-0.0165198342,0.000000
2025-05-06,sh601898,0.4145593446,0.0249003978,0.000000
2025-05-06,sh601899,0.3450824694,0.0000000000,0.000000
2025-05-06,sh601901,-0.2689819906,0.0105402345,0.000000
2025-05-06,sh601916,0.7825083461,0.0335570799,0.000000
2025-05-06,sh601919,0.8553781824,0.0762363210,0.000000
2025-05-06,sh601939,2.0205265187,0.0468353032,0.000000
2025-05-06,sh601985,0.5156779145,0.0118407492,0.000000
2025-05-06,sh601988,1.1506829203,0.0327869187,0.000000
2025-05-06,sh601989,1.6847328650,0.0616114647,0.000000
2025-05-06,sh601995,-0.1437215485,0.0152877822,0.000000
2025-05-06,sh601998,0.4862097552,0.0686274569,0.000000
2025-05-06,sh603019,-0.2468488130,-0.0107526925,0.000000
2025-05-06,sh603195,0.2152500258,0.0118814523,0.000000
2025-05-06,sh603259,-1.0327064794,-0.0079549226,0.000000
2025-05-06,sh603260,-0.1734123779,0.0106300589,0.000000
2025-05-06,sh603288,1.0164520926,0.0064624290,0.000000
2025-05-06,sh603296,-1.2240000755,0.0273722730,0.000000
2025-05-06,sh603369,-1.1102932623,0.0303483706,0.000000
2025-05-06,sh603392,0.2389204950,0.0322580645,0.000000
2025-05-06,sh603501,-0.0218940910,-0.0292159735,0.000000
2025-05-06,sh603799,0.3863053109,0.0087057310,0.000000
2025-05-06,sh603806,-1.8302133257,0.0375999735,0.000000
2025-05-06,sh603833,1.2843471833,-0.0192771139,0.000000
2025-05-06,sh603893,0.0550844031,-0.0291656967,0.000000
2025-05-06,sh603986,0.9133199446,-0.0480849452,0.000000
2025-05-06,sh603993,-0.4268680430,0.0338027447,0.000000
2025-05-06,sh605117,-0.2438533822,0.0466039094,0.000000
2025-05-06,sh605499,2.5172125152,-0.0257627141,0.000000
2025-05-06,sh688008,0.5974671918,-0.0013938094,0.000000
2025-05-06,sh688009,-0.5594339479,0.0235294332,0.000000
2025-05-06,sh688012,0.0898988683,-0.0313955978,0.000000
2025-05-06,sh688036,-1.3668665393,0.0261800429,0.000000
2025-05-06,sh688041,0.5726530206,-0.0522631823,0.000000
2025-05-06,sh688082,0.5947925842,-0.0173237161,0.000000
2025-05-06,sh688111,-0.5385360962,-0.0357547347,0.000000
2025-05-06,sh688169,-3.1440589685,0.0862436533,0.000000
2025-05-06,sh688187,-0.0857139251,0.0047619145,0.000000
2025-05-06,sh688223,-1.4206915571,0.0505415162,0.000000
2025-05-06,sh688271,0.9191080047,0.0337430154,0.000000
2025-05-06,sh688396,1.0161487268,0.0110897721,0.000000
2025-05-06,sh688472,-0.8174366374,0.1315192970,0.000000
2025-05-06,sh688506,-0.5564681727,-0.0678831096,0.000000
2025-05-06,sh688981,0.0433928980,-0.0487208009,0.000000
2025-05-06,sz000001,-0.0263160657,0.0301094018,0.000000
2025-05-06,sz000063,-0.4207316010,0.0006105006,0.000000
2025-05-06,sz000100,-0.5920013465,0.0093239847,0.000000
2025-05-06,sz000157,0.3025676680,0.0000000000,0.000000
2025-05-06,sz000166,-0.3176978658,0.0084033434,0.000000
2025-05-06,sz000333,0.3015973236,0.0413234252,0.000000
2025-05-06,sz000338,-0.1275005174,-0.0161186322,0.000000
2025-05-06,sz000408,0.5621825189,-0.0132827247,0.000000
2025-05-06,sz000425,1.0138829462,0.0011026095,0.000000
2025-05-06,sz000538,0.7695466482,0.0047543479,0.000000
2025-05-06,sz000568,-0.3501418268,0.0042241248,0.000000
2025-05-06,sz000596,-0.5776263001,0.0079051432,0.000000
2025-05-06,sz000617,1.5367056309,-0.0056179911,0.000000
2025-05-06,sz000625,-0.1215149831,0.0040355164,0.000000
2025-05-06,sz000630,-0.7504838036,0.0062306795,0.000000
2025-05-06,sz000651,0.9788461662,0.0332087225,0.000000
2025-05-06,sz000661,-1.4709630486,0.0472785528,0.000000
2025-05-06,sz000708,-0.4301757869,0.0145806041,0.000000
2025-05-06,sz000725,-1.2380363496,0.0103092974,0.000000
2025-05-06,sz000768,0.0196798919,0.0690242652,0.000000
2025-05-06,sz000776,0.0856652976,0.0261479660,0.000000
2025-05-06,sz000786,0.2193204290,0.0341669422,0.000000
2025-05-06,sz000792,0.1609531473,0.0018656716,0.000000
2025-05-06,sz000800,-1.0987651227,0.0068966063,0.000000
2025-05-06,sz000807,-1.6604955630,0.0217391379,0.000000
2025-05-06,sz000858,0.1429456887,0.0270291082,0.000000
2025-05-06,sz000876,0.4794115049,-0.0051229125,0.000000
2025-05-06,sz000895,0.1884330064,0.0096930607,0.000000
2025-05-06,sz000938,-0.6655660481,-0.0120341740,0.000000
2025-05-06,sz000963,1.0813851878,0.0087923650,0.000000
2025-05-06,sz000975,2.0925625618,-0.0291120795,0.000000
2025-05-06,sz000977,-0.5295656492,-0.0177888232,0.000000
2025-05-06,sz000983,-0.6186577802,0.0093023331,0.000000
2025-05-06,sz000999,0.4792378193,0.0205711689,0.000000
2025-05-06,sz001289,0.9216837898,0.0178571700,0.000000
2025-05-06,sz001391,0.0807949846,-0.0042433880,0.000000
2025-05-06,sz001965,0.0339941995,0.0330449071,0.000000
2025-05-06,sz001979,0.3043272538,-0.0120087860,0.000000
2025-05-06,sz002001,0.6254488199,0.0213830416,0.000000
2025-05-06,sz002027,0.8244794084,-0.0187667855,0.000000
2025-05-06,sz002028,-0.1924189077,0.0401009558,0.000000
2025-05-06,sz002049,0.0854339195,0.0047112471,0.000000
2025-05-06,sz002050,-0.7747423313,0.0091507933,0.000000
2025-05-06,sz002074,-0.3742746766,0.1384395871,0.000000
