date,symbol,score,label
2026-04-08,sh600000,-100106.7578125000,0.0019821606
2026-04-08,sh600009,-5631.9282226562,-0.0245639011
2026-04-08,sh600010,-195979.0468750000,-0.0035335689
2026-04-08,sh600011,3112.6533203125,0.0204081628
2026-04-08,sh600015,-33204.2382812500,-0.0202156343
2026-04-08,sh600016,8445.9580078125,-0.0053333333
2026-04-08,sh600018,-61456.9218750000,-0.0138339922
2026-04-08,sh600019,15705.9677734375,-0.0200308170
2026-04-08,sh600023,-76328.2812500000,0.0109489048
2026-04-08,sh600025,-36173.2539062500,-0.0186142717
2026-04-08,sh600026,133843.7187500000,-0.1400076747
2026-04-08,sh600027,-114546.6250000000,0.0043103448
2026-04-08,sh600028,60245.5117187500,-0.0339559317
2026-04-08,sh600029,43068.2265625000,-0.0479338840
2026-04-08,sh600030,84288.4218750000,0.0530364476
2026-04-08,sh600031,264948.8750000000,-0.0095877275
2026-04-08,sh600036,-301412.1875000000,0.0070671379
2026-04-08,sh600039,-95357.8359375000,-0.0185950417
2026-04-08,sh600048,-32646.5488281250,0.0421052650
2026-04-08,sh600050,53145.3398437500,0.0000000000
2026-04-08,sh600061,-10800.3417968750,0.0043227668
2026-04-08,sh600066,-102889.5468750000,-0.0070825382
2026-04-08,sh600085,-11175.5039062500,-0.0010683761
2026-04-08,sh600089,669463.5000000000,0.0482912324
2026-04-08,sh600104,-91379.4296875000,-0.0133520728
2026-04-08,sh600111,619687.7500000000,-0.0444874093
2026-04-08,sh600150,480586.6250000000,0.0089450954
2026-04-08,sh600160,148848.5312500000,-0.0168571360
2026-04-08,sh600161,-9102.0527343750,-0.0039893617
2026-04-08,sh600176,267684.4375000000,0.1371114850
2026-04-08,sh600183,98798.5078125000,0.1342828125
2026-04-08,sh600188,210172.6406250000,0.0078781517
2026-04-08,sh600196,-36874.6445312500,0.0000000000
2026-04-08,sh600219,-29518.5429687500,-0.0189874191
2026-04-08,sh600233,49908.3906250000,0.0798593834
2026-04-08,sh600276,-151498.6562500000,0.0048737922
2026-04-08,sh600309,577243.5625000000,0.0305414218
2026-04-08,sh600332,20188.5390625000,-0.0047598341
2026-04-08,sh600346,95902.8515625000,0.0189328939
2026-04-08,sh600362,184165.5156250000,0.0269500446
2026-04-08,sh600372,59909.7812500000,0.0045454488
2026-04-08,sh600377,-28231.8867187500,0.0051635113
2026-04-08,sh600406,382768.4375000000,0.0105342362
2026-04-08,sh600415,10297.8437500000,-0.1047618836
2026-04-08,sh600426,189781.1093750000,-0.0742187500
2026-04-08,sh600436,-33565.3945312500,-0.0250638053
2026-04-08,sh600460,35333.8671875000,0.0037764350
2026-04-08,sh600482,275192.1562500000,0.0548571423
2026-04-08,sh600489,278514.9375000000,-0.0584507026
2026-04-08,sh600515,-5675.6396484375,-0.0268817209
2026-04-08,sh600519,-627098.8750000000,0.0016928096
2026-04-08,sh600522,335444.3125000000,-0.0944625437
2026-04-08,sh600547,209711.4375000000,-0.0873146653
2026-04-08,sh600570,27239.1914062500,-0.0018889406
2026-04-08,sh600584,118333.5156250000,0.0383515954
2026-04-08,sh600585,433.4939880371,-0.0313573889
